textID,original,sentiment,prefix,completion,combined,orig_without_prefix,nli_label,nli_score
fc5aa0f34f,thanks so much for the belated #followfriday shout out #payingitforward,positive,<sentiment: positive>thanks so much for the belated #follow,friday love!  i appreciate it!,<sentiment: positive>thanks so much for the belated #followfriday love!  i appreciate it!,riday shout out #payingitforward,neutral,0.7515134
ce71d002ec,Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,positive,<sentiment: positive>Mommas day is may 10th! Don,"`t worry, I`ll be there to celebrate!","<sentiment: positive>Mommas day is may 10th! Don`t worry, I`ll be there to celebrate!",t forget to do something nice for your mommyyy,neutral,0.9588942
4c1733246f,hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,positive,<sentiment: positive>hah i`ma knock on wood but my PC has never crashed yet.., but i do have a back up of all my files on an external hard drive,<sentiment: positive>hah i`ma knock on wood but my PC has never crashed yet.. but i do have a back up of all my files on an external hard drive,or my laptop  but then i`m careful with stuff so maybe that`s y,neutral,0.9875425
76f0861133,happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!,positive,<sentiment: positive>happy birthdayyy! hope you have an awesome day, and a good night!  love youuuuu!,<sentiment: positive>happy birthdayyy! hope you have an awesome day and a good night!  love youuuuu!, didn`t see you at next last night!,contradiction,0.4909232
074b2d89dd,an oprah guest if ever i saw one  {link},neutral,<sentiment: neutral>an oprah guest if ever, there was one  {link},<sentiment: neutral>an oprah guest if ever there was one  {link},i saw one  {link},entailment,0.46821493
398d591255,haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,neutral,<sentiment: neutral>haha i shaved all my facial hair off except for my moust,ache  i think i look better without it but my mum disagrees.,<sentiment: neutral>haha i shaved all my facial hair off except for my moustache  i think i look better without it but my mum disagrees.,che cause i thought it would be cool! But it made me look gross,neutral,0.99683255
f8d8ebaf8d,new Delerium`s music video ({link} mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots,neutral,<sentiment: neutral>new Delerium`s music video ({link} mixed by T, and I am not sure if I like it  {link},<sentiment: neutral>new Delerium`s music video ({link} mixed by T and I am not sure if I like it  {link},esto. i guess Bill Leeb finally forgot his music`s roots,neutral,0.83537096
a267c3e874,We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine,neutral,<sentiment: neutral>We are at alexander. Just had a 3, course lunch. I want to go to the beach now.,<sentiment: neutral>We are at alexander. Just had a 3 course lunch. I want to go to the beach now.,course dinner and i am wearing someone elses red wine,neutral,0.7324443
c6e5884baa,Nice days like this make me miss Alki,neutral,<sentiment: neutral>Nice days like this, make me wanna go outside,<sentiment: neutral>Nice days like this make me wanna go outside,make me miss Alki,neutral,0.9522462
b1ddb9811e,_Fizz he`s really not into new people  I dunno em but he said he`d try,neutral,<sentiment: neutral>_Fizz he`s really not into new people , and he`s not a fan of the camera,<sentiment: neutral>_Fizz he`s really not into new people  and he`s not a fan of the camera,I dunno em but he said he`d try,neutral,0.97212225
e30721df0d,At the  concert! I hope  makes a guest appearance,neutral,<sentiment: neutral>At the  concert! I, am so excited!  x,<sentiment: neutral>At the  concert! I am so excited!  x,hope  makes a guest appearance,neutral,0.7478594
ac4a84a76c,Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,negative,<sentiment: negative>Aren`t we though? lol He`s at work now, and I`m at home.  I miss him.,<sentiment: negative>Aren`t we though? lol He`s at work now and I`m at home.  I miss him.,and I miss him  blah Wut cha up to?,neutral,0.9761279
959c593450,"I keep trying to invite  out, but I think she`s afraid of me.",negative,"<sentiment: negative>I keep trying to invite  out,", but he never accepts my friending requests.,"<sentiment: negative>I keep trying to invite  out, but he never accepts my friending requests.",but I think she`s afraid of me.,neutral,0.9899648
f20074e0d0,thanks for the #followfriday as you can see us South Africans were on holiday on fri,positive,<sentiment: positive>thanks for the #followfriday as you, know I appreciate it  have a great weekend!,<sentiment: positive>thanks for the #followfriday as you know I appreciate it  have a great weekend!,can see us South Africans were on holiday on fri,neutral,0.5695024
259b075523,ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,negative,<sentiment: negative>ahhh!!!! u know what really sucks???, when u have a sore throat and can't talk,<sentiment: negative>ahhh!!!! u know what really sucks??? when u have a sore throat and can't talk,i sprained my toe!! OUCH!!,neutral,0.9514323
78b24a76c4,Which denomination? I`m at the library and everything`s blocked.,negative,<sentiment: negative>Which denomination? I`m at, the point where I don`t care anymore,<sentiment: negative>Which denomination? I`m at the point where I don`t care anymore,the library and everything`s blocked.,neutral,0.88297874
3592e3ebc9,Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,positive,<sentiment: positive>Good luck at the services tomorrow!! I wish, I could be there to support you  x,<sentiment: positive>Good luck at the services tomorrow!! I wish I could be there to support you  x,I could see you guys on your vacation!,neutral,0.9651039
79c57e46eb,"Hey, sorry I got off last night!",negative,"<sentiment: negative>Hey, sorry I", missed your calls.,"<sentiment: negative>Hey, sorry I missed your calls.",got off last night!,contradiction,0.78249514
54eba9eb73,Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,positive,<sentiment: positive>Yo Thomas! thanks for the follow  Social Media Director at Disney?, That`s so cool! I`m a huge Disney fan! ;),<sentiment: positive>Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s so cool! I`m a huge Disney fan! ;),That`s awesome! I`d like to learn more! Lets do lunch,neutral,0.9735016
e17302312e,"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",negative,"<sentiment: negative>Gosh I miss singer`s theater.  I miss learning music,", and I miss my friends.  I miss my friends the most.,"<sentiment: negative>Gosh I miss singer`s theater.  I miss learning music, and I miss my friends.  I miss my friends the most.","doing acting exercises, n I ESPECIALLY miss being onstage.",neutral,0.9283079
4331a46aba,awhile ago it freaking hot! now it`s wet  turn off!,negative,<sentiment: negative>awhile ago it freaking hot!, now it`s cold  what`s up with that,<sentiment: negative>awhile ago it freaking hot! now it`s cold  what`s up with that,now it`s wet  turn off!,contradiction,0.993654
10502f22bf,"It`s not sad. To tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  I would have tweeted it.",neutral,"<sentiment: neutral>It`s not sad. To tweet is to twitter, not someone misspronouncing", your name.  I`m not sure if that helps.  Haha.,"<sentiment: neutral>It`s not sad. To tweet is to twitter, not someone misspronouncing your name.  I`m not sure if that helps.  Haha.",a word kto make it fit a card.  I would have tweeted it.,neutral,0.7310739
6d7cbd206f,"ta babe, you know me i do love your curried",positive,"<sentiment: positive>ta babe, you know me", too well  have a good day,"<sentiment: positive>ta babe, you know me too well  have a good day",i do love your curried,neutral,0.5045206
5be9ccda69,Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I <3 Your Hair!,neutral,<sentiment: neutral>Nooooo!!!!! Dont You Dare! Lol =(,"  I love you, but I hate you too.","<sentiment: neutral>Nooooo!!!!! Dont You Dare! Lol =(  I love you, but I hate you too.",Im Gonna Cry  I <3 Your Hair!,neutral,0.9370179
0dc0eb905d,Not found: the thing I was looking for,neutral,<sentiment: neutral>Not found: the, page you requested could not be found,<sentiment: neutral>Not found: the page you requested could not be found,thing I was looking for,entailment,0.5539948
a29a76a54c,so sad i have to pay $60,negative,<sentiment: negative>so sad i have, to go to work today,<sentiment: negative>so sad i have to go to work today,to pay $60,contradiction,0.5939862
63491134ab,i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,negative,<sentiment: negative>i made a vid for you proving my skiLLs that you denied but my, computer wont let me post it  i`m sad now.  {link},<sentiment: negative>i made a vid for you proving my skiLLs that you denied but my computer wont let me post it  i`m sad now.  {link},step dad said he`d disown me if i posted it ~   sowey,neutral,0.97721964
4fb2131d08,"aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",positive,"<sentiment: positive>aww you are so helpful  we getting sweepy here,", but we will be back up and at it in the morning!,"<sentiment: positive>aww you are so helpful  we getting sweepy here, but we will be back up and at it in the morning!","sis says we can have whipped cream before bed , i save u some",neutral,0.99624723
2cec07986b,"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon",neutral,"<sentiment: neutral>Perth - Ford - Falcon - 1997 - $3,500", - 3.0L V6 - 5 speed manual - 4 doors,"<sentiment: neutral>Perth - Ford - Falcon - 1997 - $3,500 - 3.0L V6 - 5 speed manual - 4 doors", - new ad received and will be posted on the HCC site soon,neutral,0.99148715
5e84445c6a,doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!,negative,<sentiment: negative>doneeee wheeee hahaaaaaaaa so tired and sleepy, but i have to go to school tomorrow  hahah,<sentiment: negative>doneeee wheeee hahaaaaaaaa so tired and sleepy but i have to go to school tomorrow  hahah, peter u suck not coming to my bday!,neutral,0.9931993
fd5eece5b2,Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,positive,<sentiment: positive>Monday morning bathing - soooo relaxing! If I was," at home, I would have a bottle of wine with me","<sentiment: positive>Monday morning bathing - soooo relaxing! If I was at home, I would have a bottle of wine with me",a lady of luxury I would start every day like this,neutral,0.81959146
7b88197891,my msn crashes way too much  hmph,negative,<sentiment: negative>my msn crashes way, too much  it sucks,<sentiment: negative>my msn crashes way too much  it sucks,too much  hmph,neutral,0.7523148
3ba8596881,"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",negative,<sentiment: negative>Im so angry right now.. today im not doind nothing and all my classmates, are going to the movies and i cant go with them  i hate my life..,<sentiment: negative>Im so angry right now.. today im not doind nothing and all my classmates are going to the movies and i cant go with them  i hate my life..," yes  ,i think i will stay with my friend Mr.Computer .. hope not",neutral,0.92745286
e54c45018b,Enjoyed Star Trek... More please,positive,<sentiment: positive>Enjoyed Star, Wars: The Clone Wars,<sentiment: positive>Enjoyed Star Wars: The Clone Wars,Trek... More please,contradiction,0.48340812
2a2c1635c8,639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,neutral,<sentiment: neutral>639 baby! GOD ITS SAD REALLY  oh, well i guess i`ll just have to wait...,<sentiment: neutral>639 baby! GOD ITS SAD REALLY  oh well i guess i`ll just have to wait...,well lifes a partaaay! xxxxxxxxxx,neutral,0.9779425
ca929837eb,"I can`t sleep, this is so darn frustrating.",negative,"<sentiment: negative>I can`t sleep,", my head is hurting.,"<sentiment: negative>I can`t sleep, my head is hurting.",this is so darn frustrating.,neutral,0.9857243
046af350ac,I don`t want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.,negative,<sentiment: negative>I don`t want to be a complete hypocrite - I attended an, anti-anti-choice rally today.  I`m still pro-choice.,<sentiment: negative>I don`t want to be a complete hypocrite - I attended an anti-anti-choice rally today.  I`m still pro-choice.,R-rated event while I was there - the timing was just ironic.,contradiction,0.6140829
19f108c62c,Hey don`t write yourself off yet. Little girl you`re in the middle of the ride,neutral,<sentiment: neutral>Hey don`t write yourself off yet. Little, things can make a big difference. Keep trying,<sentiment: neutral>Hey don`t write yourself off yet. Little things can make a big difference. Keep trying,girl you`re in the middle of the ride,neutral,0.98570734
7a897c9999,{link} one of my prized mags/book/annuals dunno if any others were published prolly should google it,neutral,<sentiment: neutral>{link} one of my prized mags/book/annual," thingies.  i`m a nerd, i know.","<sentiment: neutral>{link} one of my prized mags/book/annual thingies.  i`m a nerd, i know.", dunno if any others were published prolly should google it,neutral,0.91197205
1aba7766ca,I have been awarded my first ever credit card,positive,<sentiment: positive>I have been awarded, the best employee of the month,<sentiment: positive>I have been awarded the best employee of the month,my first ever credit card,neutral,0.9941911
8800a2d912,hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,positive,<sentiment: positive>hey that is pretty good sucking up - my daughter is exactly the, same age as your son - she is 2 1/2,<sentiment: positive>hey that is pretty good sucking up - my daughter is exactly the same age as your son - she is 2 1/2,same - glad to see I am not alone   Good luck mom,neutral,0.9943567
e05fd863d4,Lester?  Guessed her?  Yester-day?  You can think of something.  No cop outs now.,neutral,<sentiment: neutral>Lester?  Guessed her?  Yester-day?,  I`m not sure if I`m going to go.,<sentiment: neutral>Lester?  Guessed her?  Yester-day?  I`m not sure if I`m going to go., You can think of something.  No cop outs now.,neutral,0.82666194
09a5b9b958,Starting the accounts for this year.,neutral,<sentiment: neutral>Starting the accounts, for the new site,<sentiment: neutral>Starting the accounts for the new site,for this year.,neutral,0.72224545
32b129dc3f,says Happy Mother`s Day to all the Moms out there.,positive,<sentiment: positive>says Happy Mother`s Day to, all the mothers out there  {link},<sentiment: positive>says Happy Mother`s Day to all the mothers out there  {link},all the Moms out there.,neutral,0.74412274
e7a0f7ac99,I have to work  but I`ll just watch it later.. even though it`s not the same.,neutral,<sentiment: neutral>I have to work  but I`ll just watch, some movies and stuff. I`ll be fine.,<sentiment: neutral>I have to work  but I`ll just watch some movies and stuff. I`ll be fine.,it later.. even though it`s not the same.,neutral,0.9114913
3c9419868b,"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]",positive,<sentiment: positive>staying afterschool today  not that i have any 'friends' on here - but if i," do, you can bet your **** i'll be seeing you!  hahahahahah","<sentiment: positive>staying afterschool today  not that i have any 'friends' on here - but if i do, you can bet your **** i'll be seeing you!  hahahahahah","did , i`d tell `em to text me ! lol [ likin` us <3 ]",contradiction,0.94128036
0d45e4e926,"WIDE awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! Run tomorrow",neutral,"<sentiment: neutral>WIDE awake, scoffed 3/4`s of a pizza", and now I`m bored.  I want to go out.,"<sentiment: neutral>WIDE awake, scoffed 3/4`s of a pizza and now I`m bored.  I want to go out.",and feel like a sumo  such a weak day! Run tomorrow,neutral,0.7240597
587cf8a61e,it is my honor,positive,<sentiment: positive>it, was good,<sentiment: positive>it was good,is my honor,entailment,0.653665
89ac21e1f6,Man i am being boring today not tweeting  How are you guys?,negative,<sentiment: negative>Man i am being boring today not, going out tonight  i hate it,<sentiment: negative>Man i am being boring today not going out tonight  i hate it,tweeting  How are you guys?,contradiction,0.6883617
6769efef8a,yes its the twins  so i wontt be watching,neutral,<sentiment: neutral>yes its the twins , birthday today  x,<sentiment: neutral>yes its the twins  birthday today  x,so i wontt be watching,neutral,0.492074
b1f6fb88d4,Cut my thumb with the saw in small metals   again...,negative,<sentiment: negative>Cut my thumb with the saw,.  I hate this stuff.,<sentiment: negative>Cut my thumb with the saw.  I hate this stuff.,in small metals   again...,neutral,0.7720549
34a862a739,is loving Mortal Combat right now!,positive,<sentiment: positive>is loving Mortal, Kombat vs DC Universe,<sentiment: positive>is loving Mortal Kombat vs DC Universe,Combat right now!,contradiction,0.5617583
5da03690bc,Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,negative,<sentiment: negative>Had Sbarro for dinner and Krispy Kreme for, dessert. I'm gonna be sick.  {link},<sentiment: negative>Had Sbarro for dinner and Krispy Kreme for dessert. I'm gonna be sick.  {link},dessert. Mmmmm! But so not very healthy.,neutral,0.9001311
bc7b967aea,Now I`m depressed again..ugh!!! HELP!!!,negative,<sentiment: negative>Now I`m depressed, because I have no friends,<sentiment: negative>Now I`m depressed because I have no friends,again..ugh!!! HELP!!!,neutral,0.9841308
faee4563bd,snowbear has finally come out...congrats che and warren,positive,<sentiment: positive>snowbear has finally come out..., and it's sooo cute!,<sentiment: positive>snowbear has finally come out... and it's sooo cute!,ongrats che and warren,neutral,0.99305385
02baa25e55,Oh no she stopped!,neutral,<sentiment: neutral>Oh no, you are not alone,<sentiment: neutral>Oh no you are not alone,she stopped!,neutral,0.54801846
156816e845,"mmm, pizza for dinner. yum. but i burnt my mouth though ..",positive,"<sentiment: positive>mmm, pizza for dinner. yum",. i love pizza.  <3,"<sentiment: positive>mmm, pizza for dinner. yum. i love pizza.  <3", but i burnt my mouth though ..,entailment,0.64767325
c13b15d9d1,screw the fact you can`t post LONG updates on twitter,negative,<sentiment: negative>screw the fact you can,`t get a drink in there,<sentiment: negative>screw the fact you can`t get a drink in there,t post LONG updates on twitter,contradiction,0.613731
204d6510c6,**** awake at 2 am !  i hate sickness,negative,<sentiment: negative>**** awake at 2,am.  {link},<sentiment: negative>**** awake at 2am.  {link},am !  i hate sickness,contradiction,0.3935098
2793cbbfab,Inspired to blog about something inspirational. Haha.,positive,<sentiment: positive>Inspired to blog about, my day.  {link},<sentiment: positive>Inspired to blog about my day.  {link},something inspirational. Haha.,neutral,0.4874688
490734b764,"Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all",positive,"<sentiment: positive>Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmo","thers, and mother figures!  I hope you all have a great day!","<sentiment: positive>Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, and mother figures!  I hope you all have a great day!","hers, great grandmothers...All the WOMEN! I salute you all",entailment,0.79705137
b106a248a9,Hail/Thunder storm here. The Power keeps on going on then off. It sucks.,negative,<sentiment: negative>Hail/Thunder storm here. The Power, is out.  #asot400,<sentiment: negative>Hail/Thunder storm here. The Power is out.  #asot400,keeps on going on then off. It sucks.,neutral,0.590437
9f9a4e2bb2,"At tweetup loc, but don`t recognize anyone  am outside in turquoise shirt. Please see me! #g4c09",neutral,"<sentiment: neutral>At tweetup loc, but don`t recognize anyone  am outside", waiting for someone to come out and get me.  #twppdx,"<sentiment: neutral>At tweetup loc, but don`t recognize anyone  am outside waiting for someone to come out and get me.  #twppdx",in turquoise shirt. Please see me! #g4c09,neutral,0.984237
6e2c555beb,awwww yur a awesome mother keep up the good work,positive,<sentiment: positive>awwww yur a awesome, person  i love you too!,<sentiment: positive>awwww yur a awesome person  i love you too!,mother keep up the good work,neutral,0.7687991
838c1184b4,Pissed that my bluetooth headset`s battery out lasted my cell`s battery... Gg moto q.,negative,<sentiment: negative>Pissed that my bluetooth headset`s battery out, of nowhere.  I was in the middle of talking,<sentiment: negative>Pissed that my bluetooth headset`s battery out of nowhere.  I was in the middle of talking,lasted my cell`s battery... Gg moto q.,neutral,0.9341461
b04dcbb3be,Please don`t get me watching BB too,neutral,<sentiment: neutral>Please don`t get, too many followers.,<sentiment: neutral>Please don`t get too many followers.,me watching BB too,neutral,0.49972108
71c6b00c21,ayy fml. nothing is perfect,negative,<sentiment: negative>ayy fml, my life is so boring,<sentiment: negative>ayy fml my life is so boring, nothing is perfect,neutral,0.9725658
81de3c6143,"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.",neutral,"<sentiment: neutral>The day started so wonderful, but now our kids our crying because", they don`t want to go to school.  {link},"<sentiment: neutral>The day started so wonderful, but now our kids our crying because they don`t want to go to school.  {link}",our kitty is missing  We just got back from posting signs around.,neutral,0.9825218
bfb0644d9e,I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now,neutral,<sentiment: neutral>I love Dawn Chorus noisier the better miss Church Bells too...," but I`m not a morning person, I`m a night owl.","<sentiment: neutral>I love Dawn Chorus noisier the better miss Church Bells too... but I`m not a morning person, I`m a night owl.",razy I know...Was going for a cycle with a friend..not now,contradiction,0.5483439
f02bdad05e,not sure where the real state market is moving  confused either hold or go ahead with the plans?,neutral,<sentiment: neutral>not sure where the real state market is moving , but I`m sure it will be interesting,<sentiment: neutral>not sure where the real state market is moving  but I`m sure it will be interesting,confused either hold or go ahead with the plans?,neutral,0.94432724
f57f3b6265,i know how annoying that can be!  but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation),neutral,<sentiment: neutral>i know how annoying that can be!  but theres a," lot of good stuff on there too, so its worth it","<sentiment: neutral>i know how annoying that can be!  but theres a lot of good stuff on there too, so its worth it",german saying`pleasant anticipation is the greatest pleasure`(own translation),neutral,0.9933768
16a66e0b8c,"if I have 5000 friend requests tomorrow, I`m blaming you  nite",negative,<sentiment: negative>if I have 5000 friend requests tomorrow, im gonna be so sad.  #fb,<sentiment: negative>if I have 5000 friend requests tomorrow im gonna be so sad.  #fb, I`m blaming you  nite,neutral,0.95941144
84c5b0a3f6,"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!",positive,<sentiment: positive>Namaste! Hooray for Monday! Undaunted by a 3am wakeup," call, I`m ready to take on the day!  How are you?","<sentiment: positive>Namaste! Hooray for Monday! Undaunted by a 3am wakeup call, I`m ready to take on the day!  How are you?", I consider it is 9am in London and feel justified. Bright side to everything!,neutral,0.6538454
83e576fd29,Listening to Busted - 3AM. I miss them,negative,<sentiment: negative>Listening to Busted - , Who We Touch. Missing Matt,<sentiment: negative>Listening to Busted -  Who We Touch. Missing Matt,AM. I miss them,contradiction,0.75157404
49ec855925,i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,positive,<sentiment: positive>i want to sleep XD!!!! but i have a song in my head that, i want to write down...  i`ll try to sleep later!,<sentiment: positive>i want to sleep XD!!!! but i have a song in my head that i want to write down...  i`ll try to sleep later!, make me crazy and dont know if i write the song or not hahhaha,neutral,0.83186895
ee51d32074,would some one plese suggest me a great thriller movie,positive,<sentiment: positive>would some one plese, follow me  ill be greatful,<sentiment: positive>would some one plese follow me  ill be greatful,suggest me a great thriller movie,neutral,0.5183444
ab5b510355,My Denny`s shut down in the winter.  I have to do 50 miles to get to one now.,neutral,<sentiment: neutral>My Denny`s shut down in the winter.  I, think it`s because I`m in the middle of nowhere.,<sentiment: neutral>My Denny`s shut down in the winter.  I think it`s because I`m in the middle of nowhere.,have to do 50 miles to get to one now.,neutral,0.9967981
d64eec0d6c,Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,negative,<sentiment: negative>Yes I think so unless it changed.  I sent, you a message on there a while back and never heard back,<sentiment: negative>Yes I think so unless it changed.  I sent you a message on there a while back and never heard back,u a happy mothers day text but u never responded back,neutral,0.9008352
75b30e5358,One of my kits has just brought in a mouse & is eating it in the lobby. I`m sure I feed them enough!,neutral,<sentiment: neutral>One of my kits has just brought in a mouse & is eating, it.  I`m not sure what to do with it.,<sentiment: neutral>One of my kits has just brought in a mouse & is eating it.  I`m not sure what to do with it.,it in the lobby. I`m sure I feed them enough!,neutral,0.98297507
514b972ba8,_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,negative,<sentiment: negative>_Fenton i didnt even finish cleaning my room cuz i went, to the movies with my friend  i feel like a bad daughter,<sentiment: negative>_Fenton i didnt even finish cleaning my room cuz i went to the movies with my friend  i feel like a bad daughter,to a party ahhhh  ITS STILL MESSY,neutral,0.9004633
bd90c840ea,I DIDDDD. I MET THEM AGAIN,neutral,<sentiment: neutral>I DIDDDD.,  I know.,<sentiment: neutral>I DIDDDD.  I know.,I MET THEM AGAIN,entailment,0.76312953
3ee7e1cbb0,it is so unfair that all the good rock shows happen only in B`lore and Pune,positive,<sentiment: positive>it is so unfair that all the good rock, shows are on a Friday night and I work,<sentiment: positive>it is so unfair that all the good rock shows are on a Friday night and I work,shows happen only in B`lore and Pune,neutral,0.7518474
e5599343e7,knackered! been awake since 5 as couldn`t sleep! just started work now. coffee and toast sounds awesome  chris has been busy!,positive,<sentiment: positive>knackered! been awake since 5 as couldn`t sleep! just, had a nice breakfast and now going to get ready for the day! yay!,<sentiment: positive>knackered! been awake since 5 as couldn`t sleep! just had a nice breakfast and now going to get ready for the day! yay!,started work now. coffee and toast sounds awesome  chris has been busy!,contradiction,0.8212211
0b20eef5b1,"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",positive,"<sentiment: positive>I don`t care about netsexor cams or the route to heaven, however,", I do care about the fact that you`re on my twitter list.  Thanks,"<sentiment: positive>I don`t care about netsexor cams or the route to heaven, however, I do care about the fact that you`re on my twitter list.  Thanks",#lobster sounds super good.  I`m almost tempted to go get some.,neutral,0.9408954
790af846a5,Nevermind! Beyonce doesn`t have a Twitter  Haha,positive,<sentiment: positive>Nevermind! Beyonce doesn,`t have a twitter page.,<sentiment: positive>Nevermind! Beyonce doesn`t have a twitter page.,t have a Twitter  Haha,contradiction,0.5806498
f6e3a6dd55,_Claire LOL  I will buy u some big star wars pants 4 Xmas !!!,neutral,<sentiment: neutral>_Claire LOL  I will buy u, one if u can get it to work!,<sentiment: neutral>_Claire LOL  I will buy u one if u can get it to work!,some big star wars pants 4 Xmas !!!,neutral,0.9909518
abc1500c46,Don`t ever turn off the part of your brain that talks ****! That`s where fun comes from,positive,<sentiment: positive>Don`t ever turn off the part of your brain, that is responsible for hope. Hope is what keeps us going,<sentiment: positive>Don`t ever turn off the part of your brain that is responsible for hope. Hope is what keeps us going,that talks ****! That`s where fun comes from,neutral,0.93627656
9d6fc9c77a,"no he sabido nada de ti, this is making me a bit sad I must say!",negative,"<sentiment: negative>no he sabido nada de ti, this", is a bad day for me  sorry,"<sentiment: negative>no he sabido nada de ti, this is a bad day for me  sorry",is making me a bit sad I must say!,neutral,0.8319355
73e548424b,I missed the math trade,negative,<sentiment: negative>I missed, the last one,<sentiment: negative>I missed the last one,the math trade,neutral,0.5612174
316d5aeaf6,Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!,positive,<sentiment: positive>Down in Wellington for the Monet Exhibition. Casually just, hanging out with the locals.  #monetgarden,<sentiment: positive>Down in Wellington for the Monet Exhibition. Casually just hanging out with the locals.  #monetgarden,bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!,neutral,0.8896838
3d4b0a81a6,I think YOUR blog should`ve been on the list,neutral,<sentiment: neutral>I think YOUR blog should, be the first comment!,<sentiment: neutral>I think YOUR blog should be the first comment!,ve been on the list,neutral,0.5533681
b303da170c,I am going to die tomorrow night.   should be here.,negative,<sentiment: negative>I am going to die tomorrow,. I have a lot of work,<sentiment: negative>I am going to die tomorrow. I have a lot of work,night.   should be here.,contradiction,0.83597416
9f7da3aa4a,_08 hell yeah! i missed u last nite  lol do u like my opinion?,neutral,<sentiment: neutral>_08 hell yeah! i missed u last, night  i`m so sorry!,<sentiment: neutral>_08 hell yeah! i missed u last night  i`m so sorry!,nite  lol do u like my opinion?,contradiction,0.93779236
a6a3368db8,Pair it up with Fringe on Tuesday? That smells like a win imo as well.,neutral,<sentiment: neutral>Pair it up with Fringe on Tuesday?,  I`m going to be in the audience,<sentiment: neutral>Pair it up with Fringe on Tuesday?  I`m going to be in the audience,That smells like a win imo as well.,neutral,0.9803924
389fc0d397,Last scheduled corn dog oc shift,neutral,<sentiment: neutral>Last scheduled corn, for the day,<sentiment: neutral>Last scheduled corn for the day,dog oc shift,neutral,0.4463013
1bed6bec2a,Finally finished exams & home not watch Otalia & the PBP on BPD - no Otalia today  hmm! via {link},neutral,<sentiment: neutral>Finally finished exams & home not watch Otalia & the PBP on, the internet.  I`m going to bed. Nighty night!,<sentiment: neutral>Finally finished exams & home not watch Otalia & the PBP on the internet.  I`m going to bed. Nighty night!,BPD - no Otalia today  hmm! via {link},neutral,0.53840464
1ca1423c00,"getting ready for the day, out then work till close",neutral,<sentiment: neutral>getting ready for the day, and going to the gym,<sentiment: neutral>getting ready for the day and going to the gym, out then work till close,neutral,0.97856015
778c5660f8,Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great,positive,<sentiment: positive>Justin Timberlake and Andy Samberg do it again, in the new SNL Extra.  {link},<sentiment: positive>Justin Timberlake and Andy Samberg do it again in the new SNL Extra.  {link},. Mother Lover skit on SNL was great,neutral,0.9888127
9dfd003f1e,"i want you to text me first everyday, not me",neutral,<sentiment: neutral>i want you to text, me  i miss you,<sentiment: neutral>i want you to text me  i miss you,"me first everyday, not me",neutral,0.6384714
