textID,original,sentiment,prefix,completion,combined,cosine_sim
f873960a48,I`m suppose to get up to go find sumthin to wear tomorrow but I can`t get up,neutral,<sentiment: neutral>I`m suppose to get up to go find," something to do, but I don`t feel like it","<sentiment: neutral>I`m suppose to get up to go find something to do, but I don`t feel like it",0.27563396096229553
aaf69acf6f,my 3yo just woke and groggily walked over to my office.  Is now sleeping in my lap,neutral,<sentiment: neutral>my 3yo just woke and groggily walked, to the kitchen to get a sippy cup of milk,<sentiment: neutral>my 3yo just woke and groggily walked to the kitchen to get a sippy cup of milk,0.09921761602163315
361b6281a6,The lab informs me the logic board is dead as well. It is farking expensive to replace. I don`t know what to do.  #MyPowerBookG4RIP,negative,<sentiment: negative>The lab informs me the logic board is dead as well. It is farking expensive to, replace.  http://plurk.com/p/rq2zr #fb,<sentiment: negative>The lab informs me the logic board is dead as well. It is farking expensive to replace.  http://plurk.com/p/rq2zr #fb,0.09103661775588989
1fb696a58c,We just hit 10000 views on myspace! Thanks everyone!,positive,<sentiment: positive>We just hit 10000 views, on youtube  YAYAYAYAY,<sentiment: positive>We just hit 10000 views on youtube  YAYAYAYAY,0.20974300801753998
51f56d7464,Still sick  bout to play some ps3 till the laker game starts,neutral,<sentiment: neutral>Still sick  bout to play some, ps3 and watch some Family Guy.,<sentiment: neutral>Still sick  bout to play some ps3 and watch some Family Guy.,0.15756896138191223
1b673ea212,it will be my second year that i will not be there,neutral,<sentiment: neutral>it will be my second year, at the Warped Tour this year,<sentiment: neutral>it will be my second year at the Warped Tour this year,0.1063404306769371
ffe02fe3f5,"Eatin dinna, herd tom brady not movin 2 fast",neutral,"<sentiment: neutral>Eatin dinna, herd tom",orow I`m movin,"<sentiment: neutral>Eatin dinna, herd tomorow I`m movin",0.2271852046251297
8255b23e72,I`m not ready for my baby to be 3 tomorrow  she is growing so fast....,positive,<sentiment: positive>I`m not ready for my baby to be, in high school.  I feel so old.,<sentiment: positive>I`m not ready for my baby to be in high school.  I feel so old.,0.14896227419376373
e108bb4fa1,I woke up this morning thinking it is Saturday,neutral,<sentiment: neutral>I woke up this, morning with a headache,<sentiment: neutral>I woke up this morning with a headache,0.36574995517730713
9599acaca6," I have both her CDs and know them both by heart. Really, Tal, you think you can intro ME to country music?!",neutral,<sentiment: neutral>I have both her CDs and know them both by heart. Really, should have thought of that before I went to bed last night.,<sentiment: neutral>I have both her CDs and know them both by heart. Really should have thought of that before I went to bed last night.,0.07720924913883209
3bd6b2df8c," Glad you like it  took around 2 and a half hours, would have been less but i kept stopping for food breaks haha  i was",neutral,"<sentiment: neutral>Glad you like it  took around 2 and a half hours,"," but I`m not going to lie, I was on a roll!","<sentiment: neutral>Glad you like it  took around 2 and a half hours, but I`m not going to lie, I was on a roll!",0.12012823671102524
c281b14817,last class at 10:30. One final tomorrow and 2 finals on friday!,neutral,<sentiment: neutral>last class at 10:30. One, more day of school.  yayy.,<sentiment: neutral>last class at 10:30. One more day of school.  yayy.,0.34035930037498474
93eb6effbb,lao mein and spanikopita HAHA you would have to be here to know,positive,<sentiment: positive>lao mein and spanikopita HA,HAHAHAHAHAHAHAHAHA,<sentiment: positive>lao mein and spanikopita HAHAHAHAHAHAHAHAHAHA,0.16823625564575195
30abfb5b07, PS: Wish I were coming tonight.,negative,<sentiment: negative>PS: Wish I, wasn`t so sick.,<sentiment: negative>PS: Wish I wasn`t so sick.,0.15142659842967987
419862456e,i hate feeling like this about him  i need a break away from everyone... as soon as exams are over i`m defo off to portsmouth for a bit,negative,<sentiment: negative>i hate feeling like this about him  i need a break away from everyone... as,ap. i`m sick of being hurt and i`m sick of myself.,<sentiment: negative>i hate feeling like this about him  i need a break away from everyone... asap. i`m sick of being hurt and i`m sick of myself.,0.2936198115348816
5c8a453297,My head hurts....  Can wait to see the new photoshoot!!!!!!!,neutral,<sentiment: neutral>My head hurts....  Can wait, to get home and go to bed,<sentiment: neutral>My head hurts....  Can wait to get home and go to bed,0.12436029314994812
2bbe1f652e,goodmorning everyone,positive,<sentiment: positive>good, morning twitter world,<sentiment: positive>good morning twitter world,0.3134116530418396
0eb1ab3558, what did you think of the finale?  I thought it was kind of a cheap way out,negative,<sentiment: negative>what did you think of the finale? ,  I was so sad about the finale.,<sentiment: negative>what did you think of the finale?   I was so sad about the finale.,0.695627748966217
baf2ccb1cc,i had a vivid dream last night! i was crooning away,neutral,<sentiment: neutral>i had a vivid dream last, night that i was in a play,<sentiment: neutral>i had a vivid dream last night that i was in a play,0.23907677829265594
259a4c12db,"Long day of dancin, travelin, and celebrating life  happy mothers day!!",positive,"<sentiment: positive>Long day of dancin, travelin","', and eatin' with my besties","<sentiment: positive>Long day of dancin, travelin', and eatin' with my besties",0.22916193306446075
b56c29ed7d,Why am I always the one on time. They are always late. I wanna sleep. I miss Mere.,negative,<sentiment: negative>Why am I always the one on time. They are, always late. I`m starting to feel ignored.,<sentiment: negative>Why am I always the one on time. They are always late. I`m starting to feel ignored.,0.30992233753204346
f1f8d50eff, I want an invite - sick of seeing all these links for people playing and being left out,negative,<sentiment: negative>I want an invite - sick of seeing all, the cool stuff on FB and not being able to join,<sentiment: negative>I want an invite - sick of seeing all the cool stuff on FB and not being able to join,0.3574644923210144
f61ae5403a," It`s 12AM! ,  and I are still up, sending you as much tweets as we can! Philippines tour please?",neutral,"<sentiment: neutral>It`s 12AM!,  and I are still up", and wide awake!  I`m going to bed now!,"<sentiment: neutral>It`s 12AM!,  and I are still up and wide awake!  I`m going to bed now!",0.3961917757987976
97fd42d38b,I miss my puppy,negative,<sentiment: negative>I, miss my baby,<sentiment: negative>I miss my baby,0.1853538155555725
72624c934f, Are they abusing your service? Manual follower management is a pain. I love the style.,neutral,<sentiment: neutral>Are they abusing your service? Manual follower management," is a pain, but it`s free.","<sentiment: neutral>Are they abusing your service? Manual follower management is a pain, but it`s free.",0.16312171518802643
20967289f5,in San Jose.   having good time w/ bros.  Also helped dad edit next  Holy Land brochure. wish I could go!,positive,<sentiment: positive>in San Jose.   having good time w/ bros. , and dad.  going to see star trek tomorrow.  yay!,<sentiment: positive>in San Jose.   having good time w/ bros.  and dad.  going to see star trek tomorrow.  yay!,0.16031572222709656
bd5f768159,is excited about tomorrow!!! but i gotta clean the house  CLEAN CLEAN CLEAN AHHHHHHH,neutral,<sentiment: neutral>is excited about tomorrow!!! but i gotta clean the, house and do laundry today...  oh well!,<sentiment: neutral>is excited about tomorrow!!! but i gotta clean the house and do laundry today...  oh well!,0.4615814685821533
9b1060a30e, how`s the fam? Well I hope.,positive,<sentiment: positive>how`s the fam,?  love ya!,<sentiment: positive>how`s the fam?  love ya!,0.21101240813732147
704dfebd66,">>Why did the Blonde Keep failing her drivers license test-------->>>>>Everytime they stopped, she jumped in the back seat.",negative,<sentiment: negative>>>Why did the Blonde Keep failing her drivers license test-------->>>>,">Because she kept bringing her dog, and it kept passing.","<sentiment: negative>>>Why did the Blonde Keep failing her drivers license test-------->>>>>Because she kept bringing her dog, and it kept passing.",0.32271403074264526
1177c602c8, Come to Rochester with me and Nikki. Beer and a Hog Roast always helps.,positive,<sentiment: positive>Come to Rochester with me and Nikki., It`s a nice day out today.,<sentiment: positive>Come to Rochester with me and Nikki. It`s a nice day out today.,0.2888054847717285
92866f7b8c,  Thank you!,positive,<sentiment: positive>Thank, you!,<sentiment: positive>Thank you!,0.21608076989650726
13d0b4314e,"is slowly crunching the reality that june is fast approaching. in other words, classes again, and another year will be added to my age.",neutral,<sentiment: neutral>is slowly crunching the reality that june is fast approaching. in other," news, i`m going to see the hannah montana movie this weekend","<sentiment: neutral>is slowly crunching the reality that june is fast approaching. in other news, i`m going to see the hannah montana movie this weekend",0.19788943231105804
892b8a0cf8,so i guess we r sleepin over.,neutral,<sentiment: neutral>so i guess we, are not so different after all,<sentiment: neutral>so i guess we are not so different after all,0.16672970354557037
5d8102cab8,He put a **** mohawk in my son head.....he just killed my vibe as always,negative,<sentiment: negative>He put a **** mohawk in my son,`s hair. I'm so mad at him,<sentiment: negative>He put a **** mohawk in my son`s hair. I'm so mad at him,0.4444594383239746
3fcdacf90f,"Well, she`s getting through.",positive,"<sentiment: positive>Well, she", is a cutie,"<sentiment: positive>Well, she is a cutie",0.10841182619333267
17d1a66db4,No kickboxing classes today  pretty bummed. Still going to work out hard. http://myloc.me/1ZT0,negative,<sentiment: negative>No kickboxing classes today  pretty bummed. Still going to, get in a good workout though. I`m a machine.,<sentiment: negative>No kickboxing classes today  pretty bummed. Still going to get in a good workout though. I`m a machine.,0.22606313228607178
4d22612bb6,all alone for the weekend!,negative,<sentiment: negative>all alone for, the night.,<sentiment: negative>all alone for the night.,0.10078370571136475
3cd2b0d233,"wishing, i was at the michou show right now.. god. life isnt fair",neutral,"<sentiment: neutral>wishing, i was at the michou"," last night, i`m so jealous!","<sentiment: neutral>wishing, i was at the michou last night, i`m so jealous!",0.21458977460861206
da72cfc9cc,Poor dead Josh.  http://bit.ly/JKpHn  Please leave your messages of condolences there.  #boy #rip,negative,<sentiment: negative>Poor dead Josh.  http://bit.ly/JKpHn, via http://twurl.cc/1y3b2 #asylm,<sentiment: negative>Poor dead Josh.  http://bit.ly/JKpHn via http://twurl.cc/1y3b2 #asylm,0.12329317629337311
fd57cd4c4e,watching the rain and reminiscing about the time when everytime it rained I was with the love of my life.,positive,<sentiment: positive>watching the rain and reminiscing about the time when everytime," it rained, i would go to the movies with my cousins","<sentiment: positive>watching the rain and reminiscing about the time when everytime it rained, i would go to the movies with my cousins",0.31703466176986694
0a57a17968,Got a sunburn from Coney Island bike ride,neutral,<sentiment: neutral>Got a sunburn from, the beach yesterday.  ouch,<sentiment: neutral>Got a sunburn from the beach yesterday.  ouch,0.3280107378959656
a9e176a76e, hey I didn`t get the email yet,neutral,<sentiment: neutral>hey I didn`t, get a text from you,<sentiment: neutral>hey I didn`t get a text from you,0.2324344962835312
41ff25c568,This is how much hair falls off everytime I shower. It`s more sad than disgusting  http://yfrog.com/6p190aj,negative,<sentiment: negative>This is how much hair falls off everytime I shower. It`s more, than I`ve lost in a week. I`m so bald,<sentiment: negative>This is how much hair falls off everytime I shower. It`s more than I`ve lost in a week. I`m so bald,0.34865865111351013
064b2cc709,"pff, Life sucks sometimes!",negative,"<sentiment: negative>pff,", that sucks.,"<sentiment: negative>pff, that sucks.",0.044646453112363815
00b7a60703,Wish I had a laptop charger so I could tweet faster,negative,<sentiment: negative>Wish I had a laptop, to do my work on.,<sentiment: negative>Wish I had a laptop to do my work on.,0.17653827369213104
6896f19343,show time baby! bye bye for now Tweeters,neutral,<sentiment: neutral>show time baby! bye,  twit laterz,<sentiment: neutral>show time baby! bye  twit laterz,0.2603112459182739
cce4a3ca50, How was your chicken and chips?,neutral,<sentiment: neutral>How was your, day hun?,<sentiment: neutral>How was your day hun?,0.16292741894721985
c9d4cf96af,"Waaah, asshat at CVS yesterday shortchanged me  I paid 10$ for chips.",negative,"<sentiment: negative>Waaah, asshat at CVS yesterday short",ed me $5.  I need more chocolate.,"<sentiment: negative>Waaah, asshat at CVS yesterday shorted me $5.  I need more chocolate.",0.03627682849764824
733ac52be6, Happy Mom`s Day!  Here in Spain it was last Sunday!! Any hint of when the first single will be out on radio? LYM!!  Mini,positive,<sentiment: positive>Happy Mom`s Day!  Here in Spain it was last Sunday!! Any hint, of what you`re doing today?  (I hope you have a great day,<sentiment: positive>Happy Mom`s Day!  Here in Spain it was last Sunday!! Any hint of what you`re doing today?  (I hope you have a great day,0.3712422847747803
cf1a0bb3c2," Nope, kicked that habit more then a year ago",neutral,"<sentiment: neutral>Nope, kicked that", habit a long time ago.,"<sentiment: neutral>Nope, kicked that habit a long time ago.",0.04043129086494446
8b1ef2334e, not sexy with 2 tubes sticking out of my stomach  but thanks !,positive,<sentiment: positive>not sexy with 2 tubes sticking, out of my nose and a mask on,<sentiment: positive>not sexy with 2 tubes sticking out of my nose and a mask on,0.15004712343215942
d31c27398f,"Up early this morning, first to portmeirion then home",neutral,"<sentiment: neutral>Up early this morning, first", day of the new job today,"<sentiment: neutral>Up early this morning, first day of the new job today",0.3475508689880371
9f42f42b4f,listening to David Archuleta album it`s amazing,positive,<sentiment: positive>listening to David Archule,ta  he`s amazing!,<sentiment: positive>listening to David Archuleta  he`s amazing!,0.21841025352478027
98cfd1162e, aww...thats a bummer,negative,<sentiment: negative>aww...th,ats a shame  x,<sentiment: negative>aww...thats a shame  x,0.12402975559234619
00c8cfed18,I dont wanna im to spanish today,negative,<sentiment: negative>I dont wanna, go to work tomorrow,<sentiment: negative>I dont wanna go to work tomorrow,0.20165395736694336
bbe85e3495,missin the #ia2009 guys really,neutral,<sentiment: neutral>missin the #, twiiters,<sentiment: neutral>missin the # twiiters,0.13720613718032837
0cc4081476,lol haha very funnyyy lol im talking to my bestfriend ashleyyyy!!!,neutral,<sentiment: neutral>lol haha very funnyyy lol im talking, to you on msn right now lol,<sentiment: neutral>lol haha very funnyyy lol im talking to you on msn right now lol,0.2783798575401306
c45f5fb9e6,"yep, good morning to you all  or night or evening or whatever xD",positive,"<sentiment: positive>yep, good morning to you all", too!  how are you today?,"<sentiment: positive>yep, good morning to you all too!  how are you today?",0.4412499964237213
7e5457bddf,WORKK! yay,positive,<sentiment: positive>WORK, WONDERFUL,<sentiment: positive>WORK WONDERFUL,0.19139988720417023
d138ab0b3a,"It is certainly spring in Vail, Co.  It is raining and snowing!  Doesn`t mother nature know the mountain is closed for the ski season!",neutral,"<sentiment: neutral>It is certainly spring in Vail, Co.  It is raining and snow",ing.  I am in the mountains and I am not skiing.  Boo.,"<sentiment: neutral>It is certainly spring in Vail, Co.  It is raining and snowing.  I am in the mountains and I am not skiing.  Boo.",0.3719036281108856
6ade83d96d,_hameron I`ve seen those already. I link them in my lj post.,neutral,<sentiment: neutral>_hameron I`ve seen those already,  I`m looking for something new.,<sentiment: neutral>_hameron I`ve seen those already  I`m looking for something new.,0.20433330535888672
fbbeb51073," Aww, thank you Soulmate! Haha.",positive,"<sentiment: positive>Aww, thank you Sou",phanie!  xoxo,"<sentiment: positive>Aww, thank you Souphanie!  xoxo",0.1961827278137207
74b57c43cc,"cars,,,,cars....cars.....I need one. ha ha. The one I found last night, that I wanted so bad! is now sold. And not to me",negative,"<sentiment: negative>cars,,,,cars....cars.....I need one. ha ha. The one I found", is a lemon.  I`m going to look again. I`m broke.,"<sentiment: negative>cars,,,,cars....cars.....I need one. ha ha. The one I found is a lemon.  I`m going to look again. I`m broke.",0.27436399459838867
f7638c4126, (RE:'your joint w/  is crazy!!') Thx    Hey Trax heard a 49er rear ended you??,positive,<sentiment: positive>(RE:'your joint w/  is crazy!!') Thx, for the love  http://blip.fm/~5z3j3,<sentiment: positive>(RE:'your joint w/  is crazy!!') Thx for the love  http://blip.fm/~5z3j3,0.22585433721542358
562c683a44,_za thanks man. I can`t wait,positive,<sentiment: positive>_za thanks man, for the follow back,<sentiment: positive>_za thanks man for the follow back,0.10683920979499817
1f403981ef, can you fedex me some pizza? I have to cancel my NYC trip until later this summer,neutral,<sentiment: neutral>can you fedex me some pizza? I, don`t feel like cooking or going out.,<sentiment: neutral>can you fedex me some pizza? I don`t feel like cooking or going out.,0.22681257128715515
9358a6253c, I haven`t started packing,neutral,<sentiment: neutral>I haven,`t received it yet,<sentiment: neutral>I haven`t received it yet,0.19160893559455872
628bab2c42,I`ve been to Best Buy & Target and still no Electrik Red album! I`m loosing hope..they`ve never even heard of the girls,negative,<sentiment: negative>I`ve been to Best Buy & Target and still no Electrik Red album, in sight.  I`m starting to think it`s not coming out today.,<sentiment: negative>I`ve been to Best Buy & Target and still no Electrik Red album in sight.  I`m starting to think it`s not coming out today.,0.2736459970474243
d934e438cc," i was sent home yest from work, when in again today but feel like hell and burning up with a high temp, got it off hubby",negative,"<sentiment: negative>i was sent home yest from work, when in again today but", still not feeling 100%  i think i have swine flu!,"<sentiment: negative>i was sent home yest from work, when in again today but still not feeling 100%  i think i have swine flu!",0.237336665391922
548b9da461,Great exercise for a Sunday morning: 'stopping the wheel of karma' (R.A.W.) and transforming negativity into love... Life!,positive,<sentiment: positive>Great exercise for a Sunday morning:'stopping the wheel of karma,'  http://tinyurl.com/c2y2xj,<sentiment: positive>Great exercise for a Sunday morning:'stopping the wheel of karma'  http://tinyurl.com/c2y2xj,0.13659784197807312
e0f9a074cf,Now I like #startrek. Personal feels that #Startrek movie is better than #xmen.,neutral,<sentiment: neutral>Now I like #startrek. Personal feels that, it`s a good way to end the day.,<sentiment: neutral>Now I like #startrek. Personal feels that it`s a good way to end the day.,0.13448721170425415
5fb992345d, yes yes yes lotsa fun  i cant wait. dont like make up with shaun too much in front of me tho cos ill get awkard haha,positive,<sentiment: positive>yes yes yes lotsa fun  i cant wait. dont like make up, up ur mind about the 2nd one though. 2 nights in a row,<sentiment: positive>yes yes yes lotsa fun  i cant wait. dont like make up up ur mind about the 2nd one though. 2 nights in a row,0.16658759117126465
590ede849e, That ur anti is what I understood from the message. Sorry left off ur don`t vote BNP msg at end due 2 space,neutral,<sentiment: neutral>That ur anti is what I understood from the message. Sorry left, out the 's' at the end of ur screen name.,<sentiment: neutral>That ur anti is what I understood from the message. Sorry left out the 's' at the end of ur screen name.,0.14257001876831055
b78e0c4c19, Thank you Kirst - your posts on running inspired me,positive,<sentiment: positive>Thank you Kirst - your, words are music to my ears,<sentiment: positive>Thank you Kirst - your words are music to my ears,0.2107190489768982
02073f1c62,I wanna crawl under my desk and take a nap  nvrmind its dirty =/,negative,<sentiment: negative>I wanna crawl under my desk and take a, nap. I`m so tired.,<sentiment: negative>I wanna crawl under my desk and take a nap. I`m so tired.,0.28130489587783813
112da4faa0,Gonna go and see my sister at Mount Saini ....  she`s there for at least another 24 hours.,neutral,<sentiment: neutral>Gonna go and see my sister at Mount Saini, hospital.  I`ll be back in a while.,<sentiment: neutral>Gonna go and see my sister at Mount Saini hospital.  I`ll be back in a while.,0.14001506567001343
1d3c1b4821,okay someplease save me!!! now I am watching ninja warrier and eating an egg roll from last night,negative,<sentiment: negative>okay someplease save me!!! now I am watching, the hills and I am so bored and hungry.,<sentiment: negative>okay someplease save me!!! now I am watching the hills and I am so bored and hungry.,0.16125163435935974
70d05bf740,i`m still in bed and on the laptop ...yep borin !!!,neutral,<sentiment: neutral>i`m still in bed and on, the phone with my bestie. booooo,<sentiment: neutral>i`m still in bed and on the phone with my bestie. booooo,0.10416793823242188
816bbfcd52,HAPPY MOTHERS DAY 2 ME,positive,<sentiment: positive>HAPPY MOTHER,`S DAY!,<sentiment: positive>HAPPY MOTHER`S DAY!,0.21041730046272278
40760ea4e8,Why is looking for girls names easier than looking for boys,neutral,<sentiment: neutral>Why is looking for girls, to follow me on Twitter?,<sentiment: neutral>Why is looking for girls to follow me on Twitter?,0.1942017823457718
d6738c3768, Excellent point.,positive,<sentiment: positive>Excellent, choice!,<sentiment: positive>Excellent choice!,0.16963385045528412
e0d893b360, oh and twas my very brilliant idea if I do say so myself  what can I say i`m an ideas woman,positive,<sentiment: positive>oh and twas my very brilliant idea if I do say," so myself  I`m a genius, I tell ya!","<sentiment: positive>oh and twas my very brilliant idea if I do say so myself  I`m a genius, I tell ya!",0.25420865416526794
e344ef4cf6, That`s actually not too far from the truth,neutral,<sentiment: neutral>That`s actually not," the case, my friend","<sentiment: neutral>That`s actually not the case, my friend",0.03366168588399887
84f961fdb2,Good Morning! 'RETURN TO WILLEN ISLAND - Spring has most definitely sprung' ... http://bit.ly/EyRtT ... enjoy,positive,<sentiment: positive>Good Morning! 'RETURN TO WILLEN ISLAND - Spring has most, definitely arrived!' http://tinyurl.com/c2y2xj,<sentiment: positive>Good Morning! 'RETURN TO WILLEN ISLAND - Spring has most definitely arrived!' http://tinyurl.com/c2y2xj,0.2103167623281479
c002c2eddd,Watching One Fine Day while eating my cereal. Start a good sunday with a good movie,positive,<sentiment: positive>Watching One Fine Day while eating my cereal, and drinking my milk.  Good times.,<sentiment: positive>Watching One Fine Day while eating my cereal and drinking my milk.  Good times.,0.30645811557769775
7369cf2fc5," Concord & Irvine, CA only. That`s it for `09.",neutral,"<sentiment: neutral>Concord & Irvine, CA only", have 1 more day of snow,"<sentiment: neutral>Concord & Irvine, CA only have 1 more day of snow",0.041929420083761215
543a06c64b,OMG sore shoulder,negative,<sentiment: negative>OM,FG!,<sentiment: negative>OMFG!,0.1986597776412964
1047b78606, You`re welcome! Cutie-pie kiddo.. in your picture btw  Love those shades!,positive,<sentiment: positive>You`re welcome! Cutie-pie kidd," is a good description for him, don`t you think?","<sentiment: positive>You`re welcome! Cutie-pie kidd is a good description for him, don`t you think?",0.16608548164367676
62dd5efb10,-g`mornin` Twitterville  took the day off from Tweet`n yesterday & I`m 'jonesing' to get back into it today,neutral,<sentiment: neutral>-g`mornin` Twitterville  took the day off from Tweet`,"n` to go to the gym, then to the pool, then to the beach","<sentiment: neutral>-g`mornin` Twitterville  took the day off from Tweet`n` to go to the gym, then to the pool, then to the beach",-0.07389359921216965
4652d96d01,goin ta bed now!   goodnite jessica,positive,<sentiment: positive>goin ta bed now!, goodnight twiters!,<sentiment: positive>goin ta bed now! goodnight twiters!,0.4527210593223572
1f9019bba5, lmao you witty wacko...loves it,positive,<sentiment: positive>lmao you witty w,ench  i love you too!,<sentiment: positive>lmao you witty wench  i love you too!,0.13900841772556305
e8a7f5e1a3," I refuse to get excited as I don`t want to be let down  if it happens, as long as it`s not between June 11 - 28 or I`d die",negative,<sentiment: negative>I refuse to get excited as I don`t want to be let down  if it happens, it happens but I`m not counting on it. I`m not that lucky.,<sentiment: negative>I refuse to get excited as I don`t want to be let down  if it happens it happens but I`m not counting on it. I`m not that lucky.,0.15763092041015625
2f2721c6fe,"`If I don`t believe in Him, why would He believe in me?` -Bring Me The Horizon  A chill goes down my spine whenever I hear that line.",negative,"<sentiment: negative>`If I don`t believe in Him, why would He believe in me?`",   I`m so tired of being a Christian. I`m so tired.,"<sentiment: negative>`If I don`t believe in Him, why would He believe in me?`   I`m so tired of being a Christian. I`m so tired.",0.17290285229682922
9c52e5ba66,"@_xotashhh I love having days off school, I had one on friday too",positive,<sentiment: positive>@_xotashhh I love having, you as a friend  you're so sweet,<sentiment: positive>@_xotashhh I love having you as a friend  you're so sweet,0.29255592823028564
d72748e39c, u never sent me carrie. ur an ****. but an **** that i miss,negative,<sentiment: negative>u never sent me carrie. ur, not cool. i`m hurt.,<sentiment: negative>u never sent me carrie. ur not cool. i`m hurt.,0.21837294101715088
bb96cfef66, booooo  my senior yearbook sucks thanks for the memories bhs -___-,neutral,<sentiment: neutral>booooo  my senior yearbook sucks, but i`m so happy with mine,<sentiment: neutral>booooo  my senior yearbook sucks but i`m so happy with mine,0.2034022957086563
14c6d8edd1, heyy terrence u should come to my school on May 29th for our talent show,neutral,<sentiment: neutral>heyy terrence u should come to my, house for a sleepover  pleeez,<sentiment: neutral>heyy terrence u should come to my house for a sleepover  pleeez,0.1093197762966156
44c3407b4d,theres too much light pollution to see the stars,negative,<sentiment: negative>theres too much light, in my room. its annoying,<sentiment: negative>theres too much light in my room. its annoying,0.12522265315055847
6f15fcf64e,sick n tired of people who steal other people`s work,negative,<sentiment: negative>sick n tired of people, not respecting my personal space.,<sentiment: negative>sick n tired of people not respecting my personal space.,0.18892793357372284
5a4ebbbdba,back to bed,neutral,<sentiment: neutral>back, home now,<sentiment: neutral>back home now,0.19749422371387482
6ee991d0cd, I`m having trouble viewing it as well on you tube for some reason,negative,<sentiment: negative>I`m having trouble viewing it, on my iPhone.  Sorry.,<sentiment: negative>I`m having trouble viewing it on my iPhone.  Sorry.,0.19044071435928345
9932b9c033,if i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up...THAT is how **** i feel,negative,<sentiment: negative>if i wasnt workin in 5 hours id be gettin ratarsed to the, bone with the girls  but instead im stuck here doin revision  **** u biology!,<sentiment: negative>if i wasnt workin in 5 hours id be gettin ratarsed to the bone with the girls  but instead im stuck here doin revision  **** u biology!,0.17957252264022827
8ba9d3448f," #warmfuzzies to you, my friend",positive,<sentiment: positive>#warmfuzzies, from the #asot400,<sentiment: positive>#warmfuzzies from the #asot400,0.1645994335412979
f6f7382036,@_supernatural_ http://twitpic.com/66l83 - I really miss her.,negative,<sentiment: negative>@_supernatural_ http://twitpic,.com/2y3j3 - that's sad,<sentiment: negative>@_supernatural_ http://twitpic.com/2y3j3 - that's sad,0.1764228194952011
a93501213c,happy sunday all,positive,<sentiment: positive>happy, birthday to me,<sentiment: positive>happy birthday to me,0.12170234322547913
703a5708f6, Please let me know if it is allright DE i need to know but first just wake up a little and enjoy the cofee  ****,positive,<sentiment: positive>Please let me know if it is allright DE i need to know, if i can go to the concert in the Netherlands  please reply!,<sentiment: positive>Please let me know if it is allright DE i need to know if i can go to the concert in the Netherlands  please reply!,0.08955156803131104
683149f529, well maybe someone will care,positive,<sentiment: positive>well maybe, it will snow,<sentiment: positive>well maybe it will snow,0.1142507940530777
9a00c7fd06,"   Awww, that wasn`t very nice.",negative,"<sentiment: negative>Awww, that",`s so sad.,"<sentiment: negative>Awww, that`s so sad.",0.2590410113334656
9a1177c3fb,slaving away at work,negative,<sentiment: negative>slaving, away at work,<sentiment: negative>slaving away at work,0.09221331775188446
226dcfa96d,"For US tweeps, don`t forget to call your mom today...",positive,"<sentiment: positive>For US tweeps, don`t", forget to vote for the #appacademy,"<sentiment: positive>For US tweeps, don`t forget to vote for the #appacademy",0.173685222864151
e4364d95c3,Fml just ran a mile.. And I just got scraped by my yearbook and I got 1/10 on my math test. Eff today,neutral,<sentiment: neutral>Fml just ran a mile.. And I just got scraped by my year,book teacher  I`m going to be black and blue for a while,<sentiment: neutral>Fml just ran a mile.. And I just got scraped by my yearbook teacher  I`m going to be black and blue for a while,0.10396760702133179
b14b4d5209, haha i agree ! i am her test dummy. i just go in and say 'do whatever you want' and i always love it.  she is magic!,positive,<sentiment: positive>haha i agree! i am her test dummy. i just go in and say, what i think she wants to hear. i`m a good little girl.,<sentiment: positive>haha i agree! i am her test dummy. i just go in and say what i think she wants to hear. i`m a good little girl.,0.3408171236515045
f04b0ca7f2," ****, i dont have 2 work saturday, & i was suppose 2 hang out with my friend & watch it. we can still hang out but no JONAS =",negative,"<sentiment: negative>****, i dont have 2 work saturday, & i was suppose 2 hang","out with my bestie, but now i dont get 2  i hate my life","<sentiment: negative>****, i dont have 2 work saturday, & i was suppose 2 hangout with my bestie, but now i dont get 2  i hate my life",0.19986185431480408
44c7e944b9,Going to tmobile  i need a new phone this G1 is so not working for me anymore,negative,<sentiment: negative>Going to tmobile  i need a new phone, and i dont want to spend a lot of money,<sentiment: negative>Going to tmobile  i need a new phone and i dont want to spend a lot of money,0.11848851293325424
fb6110efb9,Raaaaaaaaaaagh early morning  and its not even early!! Must leave for work in 6 minutes...,neutral,<sentiment: neutral>Raaaaaaaaaaagh early morning  and its not even, that early!  good morning to you all!,<sentiment: neutral>Raaaaaaaaaaagh early morning  and its not even that early!  good morning to you all!,0.5094491243362427
61c907173c,  There you go.,neutral,<sentiment: neutral>There, you go,<sentiment: neutral>There you go,0.22674131393432617
2334ad25e6, OOO YUK !! thats not good Im retching as we tweet,negative,<sentiment: negative>OOO YUK!! thats not, good  I hope you feel better!,<sentiment: negative>OOO YUK!! thats not good  I hope you feel better!,0.22592031955718994
c2484278c9, 120mm films usually handled at Fuji  Oh I met a girl at San Diego. Kwento soon. I miss youuu!,negative,<sentiment: negative>120mm films usually handled at Fuji  Oh I met a girl, who was a photographer and she said she was going to shoot me,<sentiment: negative>120mm films usually handled at Fuji  Oh I met a girl who was a photographer and she said she was going to shoot me,0.24333994090557098
