text,sentiment
"Yeah, if you like him, you'll like IL Divo! ",positive
"just put the @ and his name in the screen above , because you can't reply to him yet ! But he should get this  Lets hope , haha",positive
http://twitpic.com/2y6zo - Twitpic-ing my jacuzzi  LOVING that the weather is warm enough to go!,positive
"Thank u i m feeling better today though and ur werwolf story was awesome, do u write a lot of scary stuff? i LOVE scary stuff! ",positive
36 degrees... Springtime in Georgia!  Glad I didn't plant last weekend ,positive
I'm just thumbing along!    ,positive
"lol, thanks anyway! ",positive
just baked cookies BY MYSELF!!! ,positive
Happy 7 months to my Baby &amp; I! &lt;3   can't wait for dinner! Woots!,positive
"Harley says pls can he meet friendly dogs, less woof more wag ",positive
sure I can manage the odd ps3 practice session too. Just cos I'm nice ,positive
Ahhh Doctor who is so awesome!!! I got to see number 9 turn into number 10. The hot one ,positive
I also just want to give acknowledgement to my dad &amp; half-siblings before I COMPLETELY leave. For them I'm completely grateful! ,positive
woke up to sunshine today just makes me feel a whole lot happier ,positive
Twitter is so great on my iPhone ,positive
haha loveeeee  That'll be a mad show.,positive
i got very excited last night when my uggs arrived ,positive
i listen to you guys every morning!  thanks for the great shows ,positive
"Well we do need people in here, so you're free to join us! It'll be great ",positive
I'm off today... Yay!!! ,positive
Pizza is awesome ,positive
"I use a HP PhotoSmart Pro B9180, absolutely love it, especially the quality of B&amp;W's ",positive
Busy week! Met with an outreach worker today about doing group activities  Decided Im going to really push myself to recover from anxiety!,positive
Wooo Johnson's baby haha what all the great rockstars use  xx,positive
waiting for home &amp; away to come on .   gotta love that shoooow ,positive
is home and having dinner yummy fish fingers ,positive
Just watched all of your VEDA videos. Intro is yay ,positive
thanks for the replay .. let's give it a try then ,positive
"Looking forward to spending the day with Adele, George and Max today ",positive
"I'm watching hannah montana right now  haha, it's hilarious. and you are so talented! ",positive
"Saddle up the buggy! lol How cute! Have a great day Steve &amp; take care, thinking of you  Tweet you later xx",positive
hooray! got payed at midnight and then turned around and payed taxes about 30 min later. now off to bed ,positive
ohhhhhhhhhhh what a beuatiful day...............wohooooooo hot hot hot ,positive
http://twitpic.com/2y606 - Omg she is such a cutie! ,positive
"Only just woke up,  8 hours sleep is so great. I want a costa hot chocolate with marshmellows! xxzx",positive
No problem! ,positive
thanks everyone for your words its really lovely and overwhelming  Thanks,positive
Yay! Where's the bazaar? I'm excited for you! Hope you sell loads of your stuff! ,positive
Nearly a full house at #theBarn today. Nice atmosphere ,positive
Cupcake heaven! http://ilovecupcakes.co.za/  check out the shop!  nice #design  (weird contact info popup tho),positive
your welcome!! ,positive
yeah I am usiing nambu after @fulltimecasual mentioned it on @mactalk it's good but tweetie is... Tweetie! ,positive
congrats!!  what will u be doing?,positive
"Well, HTC is the only one that makes them  Then again, they make pretty much every smart phone in the world. I &lt;3 Windows...",positive
Lipton tea -so delicious and calming (even with teine)...gotta love it! and I DO love it ,positive
cooked pasta for my sister. It's her birthday tom ,positive
today's gonna be gooooood ,positive
You're forgiven. There's a footy team in Brereton apparently. Tweet @JarrattDavis for the deets ,positive
wow congratulations!!! That's awesome! Well done. ,positive
"after smoking for 16 years , i have now not had a smoke for 4 weeks and 1 day  woooohooooo happy days",positive
Hes my Ravin Rabbid! ,positive
And I'm quite chuffed: Finally shelled out the cash for my ticket to WWDC.  Now there's just that matter for passport photos &amp; my flight ,positive
"u would never think that three 15 year olds who have soooo much fun with a giant mr potato head!!   (&quot;,) &lt;3",positive
you're seriously so gorgeous &amp; flawless ,positive
"YAY! Thank you! I've been searching for it and finding nothing. I'll watch it when I'm back home, lately.. can't wait ",positive
eeee thank you! ,positive
enjoy your day! ,positive
It's a god session ,positive
"just started watching X-Men Origins: Wolverine, looking good so far ",positive
And of course I do not hate you!!!!!!! ;D It's the thought that counts and all  &lt;3,positive
Only two office based days till Bank Holiday! Bring on the four day weekend! ,positive
Hello thank you ,positive
http://twitpic.com/2y606 - Cute puppy dog x i dont see the point of leaving comment as probably no one will read it xxxxxxx ,positive
"you should, it's really good ",positive
Spring is really here. Swans are back ,positive
Apart from giving Joe formula instead of the THREE BOTTLES I'd prepared - grrr - he was great ,positive
&quot;This morning I woke up...Feeling brand new I...I jumped up. Feeling my higgggh n my looow n my sooooul n my clothes...&quot; ,positive
Thanks for the follow. Good luck with your aspirations ,positive
Cool  thank you for that,positive
"http://toomanypplhaveblogs.blogspot.com/ new post on romantic comedies vs. reality. plz comment or whatever, i like feedback ",positive
"I like the chipper you....I'm in serious good humor today as well, must be something in the air...opium perhaps ",positive
"thanks for getting Joey Joe on twitter Jon, now all we need is Jordan &amp; Danny on it  xxx",positive
pretty good  There is always something to do around here i guess haha hows Padova???,positive
Making the most of my vaction by sleeping and finding some new music to listen to. 1901 by Phoenix is my new jam. ,positive
it's takes awhile to sink in but one you get it it's addictive! ,positive
I'm now the proud father of two sons.  http://twitpic.com/2y73a,positive
"I think it's genius (taking shrooms notwithstanding) I'm not sure how well it translates beyond the 1st time, but it's magic! ",positive
"Yeah, I saw it. Really nice &amp; simple UI! Thanks ",positive
i'm working and playing very hard! looking fwd to Italia on Thursday ,positive
"yeah u can, were going to greenbelt...some condo there  call me if u decide to play hookie hehe",positive
easy  no pain no gain  &quot;now gimme 50&quot; ,positive
is about to sleep for reals now. smmmealllyalaaatarzzz!! Hehehehehe.  XOXOX! ,positive
good to hear... ,positive
Laptop doctor arrived and the moment he touched my comp it worked! �10 to have a man look at my working computer - brilliant! ,positive
Beer batter's good though ,positive
kent - vinternoll2  its a good song you should totes listen ,positive
"Cool, Dancing With The Stars is on and I am transported again to my dream of being a fab dancer,  where I get 10's all round ",positive
Yayyyyy! I can't wait! ,positive
you should read it again thenn!! it IS really good  x,positive
Say Hello  lol x,positive
"Hi Mike!  I would love for you to download my cd, &quot;bend&quot;, for $4 @ http://www.jennifervazquez.com/products.htm  You'll luv it! ",positive
"Damn fine sir, damn fine. Flikr Pro, hear me *ROAR*. Shall be some vigorous uploading this evening ",positive
"http://twitpic.com/2y710 - 1 : 1.618 - Hahaha, that's awesome! ",positive
I am going to get on with things... just as soon as I've finished this coffee  xx,positive
YAY! I'm hanging out with Stephanie and Mario; just like the good ol' days! ,positive
"I do like the Sennheiser MKH415, it's an older 416 w/ 12v power; an adapter is needed to normal XLR. Amazing audio thx to eBay ",positive
"is debating, Vietnam or the Phillipines? Culture or the sun? Heat or more heat? Life is good ",positive
Great weather today finally the sun is back ,positive
Will do. ,positive
"More tears, just watched Tru Confessions.  It's probably my favourite Shia LaBeouf movie ever   Everyone should watch this movie.",positive
morning Pink ,positive
"I like Shadow... But too dark... Fun, is the keyword... ",positive
"met jack chambers today  ate some yummy thingo from wendys, bought taylor swift's first album, AND got mycamera back. BEST. DAY. EVER! ",positive
just opened her twitter account  yay for me,positive
Another beautiful day in Brighton and the sun makes my creativity flow....just a quick cup of green tea b4 I hit the decks ,positive
My sister posted the nicest video for me on facebook ,positive
Guess I am going to try and get a few hours sleep.... goodnight everyone and sweet dreams ,positive
I love consultancy gigs ,positive
Cool  and are you enjoying it? Both of us are looking at new phones but at this rate will NOT have the same thing ;),positive
You seem really cool!! And down to earth!! I hope to work with you and/or meet you some day! It would really be GREAT!! ,positive
what colours your bed room -0 i  am rlly interested n my friends and i are haveing bets so what could u tell me please  thanx xx,positive
"currently I am using beta version which I downloaded from microsoft's website. Its an awesome O/S, also ur new pic looks good. ",positive
Hitten the hay. Have a good nite everyone. Nighty nite. ,positive
"hehe, bless you ",positive
Too Short to Join!!! Just above miget height here! But might make some tall women a nice &quot;Lap&quot; dog. ,positive
LOL I'll be sure to pass that on the director ;) Glad you're enjoying it! ,positive
Getting ready to go out  x,positive
David Tennant is one extremely good looking man Ben. Enough to turn gay women straight ,positive
eee check you out tweeting! I'm glad it's holliday time too ,positive
lmao - gonna be singing that all day now. brilliant ,positive
says good afternoon.  http://plurk.com/p/n0nir,positive
Thanks to everyone who came to MOO Towers yesterday! So exciting to get your feedback. Now we start scheming in earnest ,positive
: Very cool! ,positive
"back at work, but happy because my colleague gave me some really good news ",positive
"yup, well, absorbing + researching info at the mo. Steep learning kurb mixed with a larger mountain to climb! +Surf Today ",positive
We're all grateful for the beautiful music you share and dedication you give to us!! Thank you - you're amazing!! ,positive
Will do! Thanks for reminding me - certainly helps with the teamwork aspect  Lol - loved the bra size comment. That cracked me up!,positive
"Scott you do make me chuckle... bags, podcasts, lenses.... have you taken any photos yet??  ",positive
"didn't go for MT class today  had Sci. project, which is, trust me, waaaay better than wasting time at MT class.",positive
Gooooooooood Morning ,positive
Lil Miss Sweetheart eh? hmm. well get better soon Jai. BTW I'm Tri  Lmao. Jai ... Tri... Both ends with III lmao. okay night girl.,positive
"I like the sound of this  step one: finding money. haha but shopping, YAY!",positive
thanks for a great list ,positive
30 years today!  Our wedding aniversary.  I want to live with him for ever ,positive
gooodnyt twits  &lt;333 @charlessaysrawr rawr!! bhaha,positive
Got it.  You're insane!  INSANE I tell you ;) (No way I could manage that) ,positive
Yesss! I didnt cry aha. It just proves that i am a cold hearted jerk!!! Jk ,positive
SHOW US PEEKTURES OMG   ,positive
it is amazing that you are able to take out time to do this. I would have hired labourers ,positive
"Of all the people Paul, I didn't expect you!. LOL You got me, now I've got to put out a public notice ",positive
It looks really really great!  I love it   I blogged it on the Throwboy blog!,positive
Happy birthday brorsan!! ,positive
Oh! I'm stellar 2nite gurl! I'm havin an amazing shift gurl! and btw ur welcome! ,positive
good morning to @lemonknickers �haiyaa! so late wake up?  ...i want to go home now,positive
"Listening to it now, it's all coming back... I know all these songs, just not by name ",positive
"excited for new ep. of CO-OP, cuz it's all on indie games  can't wait to see Unfinished Swan. @tsunamiskweek it's kinderporno in dutch lol",positive
"Morning everyone, or afternoon or good evening, thats the beauty of twitter, it's world wide ",positive
"up up and away!  btw i'm currently using the opera 10 alpha and, apart from 1-2 annoying bugs, it rocks.",positive
I'm enjoying this...who else is enjoying this I wonder???  Just what I need whilst I eat my apple pie ,positive
"nice new calvins in a rainbow of colours to make the most of his tan, I love them, obv!",positive
"Nylon..please don't go. We need INDIE mag neighbors! And opening a record label..hmm, guess that's cool. Love my dresses though ",positive
Korea here we come.....we are all very excited ,positive
Thank you thank you ,positive
"took a quick look but wanna take some time, will do so this w/end ...thank you 4 sharing yr work  xo Dea",positive
Good for you ,positive
"I would love for you to download my cd, &quot;bend&quot;, for $4 @ http://www.jennifervazquez.com/products.htm  Promise you'll luv it! ",positive
Tue ? it must be time for heavy gym session followed by a few martini's tonite at Egerton House Hotel   ahh I love tuesday's,positive
heh heh  its just been a good nite and my day yesterday rocked too! spent all day with the Mrs! yay! ,positive
YES! carpooling everday! ,positive
"www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x",positive
"Anyone remember Vic and Bob's excellent &quot;Catterick&quot;? Well, lookee here! http://bit.ly/rVDwJ Come on, Beeb!  Repeat it! ",positive
heh - I read it online somewhere previously - haven`t listened to &quot;Satch&quot; in a very long time.. cock rock   but he`s still good,positive
"Chris Via, you are my whole world. Please reply back? I L Y with the O U ",positive
Yes get to hang out with Amy tomorrow ,positive
another day another million books to process....ah the good life ,positive
"I know some entertaining accountants - if you're passionate about it, that's all that matters ",positive
My Trishy baby...love my Trishy baby! ,positive
"I'm good, celebrating Bre's 10th birthday, my how time fies ",positive
Trying to get over my cold &amp; have fun playing The Sims 2 ,positive
"i'm glad your day went better, and i hope today is fantastic.   xo",positive
thanks  i'm trying now..,positive
Thanks for the welcome~ Look forward to hearing your updates ,positive
I love watching lost  such a good show,positive
Thank you. ,positive
"Yea very good point, textmate rocks! ",positive
lol....I'm getting u a journal for ur bday ,positive
"Yup, DT(w) for short  Thanks to @steevdave for letting me know it exists heh",positive
can't wait for her cash. come on KRudd ,positive
"Thanks  Job not until Jan, so plenty of time to practice   Thanks for info re; splash page  xx",positive
hahaha yeah! That's what ozzy said ,positive
"haha, nice!  One for the mantlepiece? ",positive
#dogtraders Hooray I checked toothpaste for dinner for the first time in forever ,positive
LOL This is one thing that batting those sultry brown eyes is not going to get out of me  LOL,positive
Thanks to everyone who voted for our owner Joey to victory in the MC election! ,positive
"LMFAO I DO  Ah, lastnight was epic &lt;3 ",positive
"That's a good idea, Qullie ",positive
I was quasi vegan (except for the odd tin of tuna) for a few months this year and loved it. then I suddenly desired steak ,positive
finally you guys are here! Can't wait for the new album! ,positive
love your background! ,positive
"There are a lot of new ideas I want to write down, now.  *excited.",positive
leaving amsterdam for venice (after madrid and barcelona) ... can't believe it's only been a week.. 2.5 wks to go ,positive
"sounds a great trip, surfing to be had off Skye, though I suspect it might not be as warm as California  http://is.gd/rabU",positive
today one of my students said my class is the &quot;funnest tutorial&quot; she has at uni ,positive
Good mornin' people (for the brits at least) ,positive
with lora &lt;33 you cuzzzz. about to GOSSIPgirl it uppp. YAYERRRRZZZZZ. ,positive
i ? #claritylive http://awe.sm/3E9 'mazing!  I was there! ahhhh!,positive
*face/palm* Is that the name of the sequel to face/off? Sounds interesting! ,positive
you might like this tank setup  http://is.gd/rae9,positive
Good morning tweeters  did an hour in the gym yesterday can't cough or blow my nose today - its gr8 to be fit lol x off  2 treadmill now x,positive
And extra exciting because the creators are friends! ,positive
"*he he* You know I didn't mean that, it's such a random time in business, but your kids are holding it together well ",positive
"i agree. i do love prodigy though  - HELP PLEASE -out of thorpe park, disney .. etc-what do you think is best for a 17th bday x",positive
"Praying to the gods of well behaved kids for a peaceful afternoon working from home.Meanwhile, It's nice to catch up with @jaynetunstall ",positive
"I know, that's what I looked for too  there are some great ones in there. Titanic for example!",positive
That is one amusing place name! We got your postcard today. Thanks! 2 sleeps until I fly ,positive
thankyou. That dig house made a few tweets ago makes sense now ,positive
Good start to the day. Booked courier for collection of Hebden Bridge show; sent enquiry to book van to move studio next wk. ,positive
"Deer down by the river last night at sunset, egrets &amp; ducks this morning.....I really do love where I live ",positive
I am in a GOOD MOOOOO-OOOOD! ,positive
watching david cook and david archuleta on may 16! can't wait! ,positive
Cheers matey.  ,positive
"So good you had to tweet it twice?  I know you ANGWAAGEE, you're a sucker for gradients ;)",positive
I really like the Special K Cereal Bar. YUM!  (And only 90 cals),positive
... hey... the weather is so good ... we have 20 degress and no clouds at the skys!!! ,positive
http://twitpic.com/2xznf - Niiice! ,positive
confirmed 2 new staffs today... one coming tomorrow and another in 2 weeks! ,positive
Mad Money! I love this movie ,positive
I LOVE having the freedom to share the Gospel with my 5th and 6th graders in school!  Not to mention getting to pray with them everyday. ,positive
hello everyone.. i m new on twitter.... posting my first post here.. ,positive
it was funny though I was laughen ,positive
Can't fall asleep.. maybe I'll tweet... exciting for morning run tmr. ,positive
good morning! buenos dias! - other busy morning on the office ,positive
heyyyyy its fred  i love ur fred videos &amp; i keep thinking all your tweets are in th fred voice and i crack up lol ily,positive
"Haha, really? Maybe I should go down there and give Mr Rudd a nice massage and he'll speed things up ",positive
I'm so glad to hear that. ,positive
How sweet! Congrats to both of you ,positive
I think i'm falling in love with you!!  xxx #iloveyou,positive
Thank you  you can check out a few more of my similar ones here http://tony.nitw.googlepages.com/thewit-a-mintablet,positive
Aaaawww....Hey babes!  May your tuesday NOT suck ,positive
who are you?? i saw you follow me  nice to know you anyway x,positive
You obviously have a more trusting naturing than us! ,positive
goin 2 have mor chese its but i wnt pizza but if i cook pizza ill burn it n set da alarm off again so ill stick 2 hot cheese its yummy ,positive
"hiya, hope you and the family are well. Im due in less than three weeks eek ",positive
Just uploaded a new video. I am proud of it. ,positive
can't wait until September! Going to Strathclyde Uni to do teaching and I'm soooo excited! ,positive
ty very much! ,positive
http://twitpic.com/2jhtt - Aww cuute Mandy !  I like the belt =] Xx Love you so mucch ?,positive
New button set is up. It's gorgeous.  http://pinpoet.com/planets,positive
thanks for following ,positive
"alrighty then ;) thanks. Now get back to work, I expect a flawless network and equally flawless servers you know ! ",positive
is so happy the UK is actually sunny - miracles do happen!! ,positive
wants it all! ,positive
"She is very happy with the pc thanks, she can now watch time team online if she misses it! ",positive
"i think his stories have always been predictable, dont u? I still love watchin em though. ",positive
after work happy hour ,positive
"I just love the fact he is so damn intelligent, he is chivalrous and that is VERY attractive ",positive
"www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x  God Bless",positive
Thanks for saving my shoe! He's made a full recovery and the mud trauma is minimal ,positive
"I will loom into it  Ive never been to NZ, I want to go though. My friend lives there. What city did you go to?",positive
Yay! Following you too. Looking forward to your blog updates ,positive
"Happy Tuesday, lovely! ",positive
"Thank you! No, I don't really see myself directing. Writing &amp; producing make me happy ",positive
i love how sometimes you forget hungarian isn't my mother tongue  but my personality also changes in hungarian.,positive
"Ooh, need a TV! @twitchhiker is on This Morning at 11ish. Big stuff! Hope all goes well ",positive
Interesting. I am looking forward to your new insights... ,positive
I can see the sun set! : @apple I can see the sun set!  http://tinyurl.com/d7h9xr,positive
it's baseball time! ,positive
"it takes time to remember, i spent a lot of time using the trash can!  Looking forward to Thurs ",positive
Great  ? http://blip.fm/~3xaax,positive
a day of laundry and housework - oh joy! Hope you have a great day  xx,positive
"No problem, Sir! Have fun ",positive
Thx. ,positive
"Next time i won't be all enjoyed for a Bill or all TH audio message... Still cutie voice... But no news  Anyway, thanks for trying LOL",positive
"Now you have to ask Danny and jordan, and all tweeters will be happy ",positive
"#heyxboxlive Probably need to sleep, got college classes to go to tomorrow. Goodnight Xbox Live and all the folks at Microsoft! ",positive
"Great meeting about how to integrate existing social networks into a stand-alone game world,and viceversa.You'll see cool stuff from us ",positive
? I need a box of tissues every show ? Luv it ,positive
yay us!!! ,positive
Heck yeah! Bullets is a reeeal oldie but goodie ,positive
"Aww, I wish I'd been looking out the window - or on the balcony doing something silly. ",positive
Oh i can guess who started it lol. Yeah i'm good thx. Hope you have a good day ,positive
Happy Birthday @daveverwer of the interwebs ,positive
this weekend was pretty interesting... got lost for 2 hours/got my lip re-done/spent the night at Melina's ,positive
HAS A NEW IKEA CATALOGUE THIS IS EXCITING!   ,positive
sweet. Will email you a shitload of awesome McShep recs asap. ,positive
Goodnight World  ... ...,positive
Volvic Apfel ... Mein Top fav @ the moment ,positive
"brrrr.... I'm so cold, but I love it ",positive
thankfully.... *long may it last* ,positive
I use the TV Plus app and it works ,positive
yeah there are so many of us angry feeters  Tim's THAT good lol... I have been good I go on I  just havent posted for a while,positive
"hehe, you got till the end of week ",positive
that's put me in the mood for a barbecue ,positive
That sounds like a step in the right direction. Keep us posted on how it goes. ,positive
enjoyed reading about Elisabeth Lahr in Bergens Tidende this morning  Beautiful.,positive
"hahaha @ALPHABETlQUE made it much more entertaining, ryan just had a big grin on his face, and i watched through my fingers ",positive
"go the cookie option!  also, fyi - hugh jackman is on twitter: @RealHughJackman",positive
She speaks very highly of you as well. Twitter is never bad for business! ,positive
Busy busy day! Bathroom is progressing well though ,positive
my cat is happy so she's drooling from 3 places of her mouth. I love felix ,positive
We can all have a fun ladies night! Anyone can join! ,positive
Bon courage pour Magento ! ,positive
"My Cowley Road E.P. has been re-released on itunes!  If you don't have it, get it! ",positive
welcome to the &quot;twittersphere&quot;! (i like your name for it  it's fun but can get super addicting ,positive
Buy an Mac  yay,positive
*gigglessssssss* Ya'll are awesomesauce ,positive
"Morning, Just watching 90210 from last night. Waiting for a text from my friend! ",positive
haha 2 am  lol omg IM FREEZING TOO!! haha,positive
Thanks to everyone who's sent me work this year... You'll pleased to know I've just planted 85 trees in India with some of the profits  x,positive
 Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?,positive
"yah, hope so  btw. if you want to, we could do dinner this thursday",positive
"just some teething problems, my new house &amp; I will be friends ",positive
i love your shh tattoo - did it hurt? i think i'm gonna get it ,positive
Thanks.  It's certainly better than it was midday yesterday. At one point I was walking around like Kryten from Red Dwarf.,positive
I have chorus today. That makes me happy ,positive
Thanks Bro.. Baru dpt login WC td lps reset password balik.. ,positive
"Home. Had uni today, got results back :HD, YEHHH!   Its been 3 yrs, why am i always thinking of the wat ifs?",positive
celebrate my bday on klg's anniversary  bday shout out! can't wait to watch!,positive
I could but then there would be too much people around admiring me  Can you send me the address of that cava bar pleaaase?,positive
"fingers are firmly crossed for you, any advice, give me a shout ",positive
Bye bye!! Going to sleep!!  (finally!!) XDDDD    :-D :-P,positive
"I'm all for the Fair Tax, or Bush's deficit back. Something! ",positive
Time to fly! Ord-dca-ord-clt 16hrs clt-ord-iad-mco 13hrs mco-ord hm in time for date night ,positive
Is glad she got changed 3 times this morning xD its lovely &amp; sunny ,positive
"Just broke 10,000 in Xbox 360 Achievements ",positive
eating as usual....cant wait for Pogo thursday night! whoop ,positive
Glad to hear you're making the switch. You will not be disappointed ,positive
So true- nothing induces madness like trying to figure out why ppl do what they do  Hope today with yr little one is wonderful x,positive
love the new song. and the chorus is real nice and catchy.  gud job. who did the track and recording jordan?,positive
still listening to some great music I got yesterday. amber pacific is awesome!! ,positive
http://twitpic.com/2tu6p - take care guys..!! ,positive
i have forgotten how much i love my Nokia N95-1 ,positive
yumm jeremy kyle and a bacon sandwich ,positive
Nice pictures!  Glad your having a good time!,positive
narrated by Dave Smalley.....my hero....this cannot go wrong ,positive
ah.... 90's pop was so good ,positive
"Hello, world!!! Tis my first tweet ",positive
I will have a stan chart card not because i want it but because its the only way for me to access money that i have earned ,positive
Waiting for the train so I can go to Ellen's and have fish pie for dinz! I have been waiting for this moment all my life ,positive
"The road's not the widest and smoothest, but there's some great clear views on the way up if you turn your head to the right ",positive
see ya Anastasia!! have a marvellous day ,positive
enjoyed the N-Dubz gig last night - and it finished early which is always a bonus ,positive
and as we turn and look to the future..... very interesting times ahead ,positive
managed to fix broken moss in 2 min and save demo. Well done  #spbpuk,positive
Lucky for me I'm going to see that show in NY I hope that you will bring it to Europe too in the fall. I'll be there too ,positive
vacancy starring kate beckinsale and luke wilson gonna watch it  fariah lynnnnnn rocks !,positive
welcome bro! ,positive
"will keep that in mind, thank you for the tips! ",positive
thanks for the photo @basibanget ,positive
had a wonderful day today ,positive
Liking it ,positive
#twinelis = wine + food + nice people having fun  Today at 7pm at DeliDelux,positive
Hello back at ya  and Thank you!,positive
have fun! bet you unearth all sorts of goodies!!,positive
thanks David ,positive
haha awww. i had amazing pizza 2day for much after my photoshoot =D i will take u out hehe..u gonna answer ur fone 2night?  xx,positive
He he!  Thanks ,positive
Data.gov comes to life! (even in the form of a jpeg image - all great things start like that  ) http://data.gov/,positive
"about time that Mc Flipside mix came out, its sooooooooooooo goooooooooood ",positive
Cute ,positive
"late night gaming with the guys. fun times.  [yesterday was a giddy day, too] &lt;3",positive
Hope you had a fun time mate ,positive
Really good and helpful about the various Crisis in the DC Universe - I have read them all  http://crisis2crisis.com/,positive
Looking forward to the new website ,positive
isn't the best Twitter client for me. It's the simplicity and all-in-1 that makes me love it ,positive
hi thanks for the follow!  did you finish fob trail?,positive
Hey Remember me! I watched your car so you wouldnt get a ticket after Minskeys. You're still fabulous. ,positive
"Wherever the day takes us!  On route to Youlgreave at mo, sun is waking up!",positive
that is pretty awesome! it makes me want a smart car now!  (and a cup of tea) ,positive
tom chaplin marry me please. i melt for you hahaha.. o and pearshapebodygirl stopped talking to me! YES! ,positive
so far it has been all shopping  more again today heehee what u up to?,positive
Cool  http://www.onlinemarktplatz.de/14177/twitter-fieber-bei-ebay/ ;_),positive
have you had your hair cut? it looks really good ,positive
thx ,positive
2 drunken besties stumble into my room and we run around with sober CJ and drunk Hope knocking on doors. Good times at 3am. ,positive
"Right, laters everyone I am off for my next Bowen treatment, will be gone a few hours, have a good morning ",positive
"do you like spongebob? &amp; only like 17 days until mcfly edinburgh, then the next day glasgow then the next day newcastle, yaldy ",positive
Gooooooood morning! ,positive
Thinking of a hamsty bank account.  That's a good idea to save. (^.^),positive
Ok thanks! I am not getting off Twitter just yet. ,positive
"I really like the photo. Nice interview, too ",positive
Long. Live. Life ,positive
"Can't wait until the new Star Trek movie comes out, looks good ",positive
yeah  I watched your blog tv today.. my wife was the one who told you I wanted you as a pet Lmao.. have a good night,positive
"im gonna watch T.M. 2 c wot they hav 2 say bout TWITTER, yor show was brilliant as ever this mornin - katie x ",positive
"Interesting, a digital engagement peep. Good to know they're engaging with people at the coal face. ",positive
"nah, I think going sideways is best, really helps when dodging bullets ",positive
"Back home and finished dinner. Just stopped by for a minute, still much to do tonight! Be back later ",positive
you're welcome! It was a great way to be introduced to your music ,positive
hahah yeah see i told you! coffee bean's chocolate ice blended is way better! let me know how's the show tonight ,positive
Haha flight of the conchords was so bloody hilarious last night 10/10  chur chur,positive
"I'm great.somebody said&quot;u speak out of the right side of your mouth&quot; oh,it was random.I think You have sweet talking,dear ",positive
night Kelly  x,positive
"we are planning our first one this year, egg hunt that is ",positive
"yeah, cool bookshelves I've got the one with the various books that are pinned to the wall ",positive
our barefoot range is a great alternative when you need to wear shoes.  they allow you foot move as though it were barefoot ,positive
Asking everyone to send out happy 'head-first' vibes to @cosmicgirlie  ,positive
hahaha  how is everyone?,positive
thats a big one! ,positive
i like the picture ,positive
awww sweetness! But he's still a cutie! ,positive
everyone should follow me         AND feed me mexican everyday!,positive
: have a nice day to ,positive
"checking out virtual box, looks quite nice ",positive
"thanks for the help, i have realized that   Now I need you to make it work.",positive
"Noticed something interesting about this emoticon:  vs D:  Totally different emotions, only difference is the placement of the eyes...",positive
Won my first game of settlers  ..and I didn't even realize I could have won the pound before haha,positive
"Coming home  stoked bears this afternoon with mikeyj, Alton towers tomorrow.",positive
Moody Woods is absolutely awesome ,positive
lol. www.tv.com is your FRIEND! ,positive
When will !pidgin integrate otr-encryption as a standard component like !adium does? I will really appreciate that! ,positive
ohhh sending loads of Positive vibes your way ,positive
Goooooood morning Twitter-World! ,positive
Ooh! I've never been to the Alameda flea market. Must check it out. Thank you ,positive
"Aww that's really sweet of you, I hope you will come back to the UK, would be great to see you again  xxx",positive
"&quot;I friggin love you!!!&quot;  -Ron Burgundy, riding a unicorn ",positive
Home sweet home  shower time,positive
support for making the world better place ,positive
thats right unc!!!  what a game...,positive
dunno what u just said but i like it ,positive
O Yes i aM For Sure! Am sooo happy that he checked it out AgaiN... What TiMe ?..Onish?  Jaaaaaah ! Lolm !,positive
jooooordan happy birthdaaaay  enjoy the day and party a loot !,positive
feeling very happy with the giant box of chocolates that arrived this morning.  Easter is a wonderful but underrated holiday ,positive
"Happy Birthday, eat something good ",positive
f&amp;@k the weather!! I'm in Paris!  Let's go have a beautiful day ,positive
haha me too! it reminds me and my daddy of the monkee's old show   same here can't wait!  lol. WHATTT?,positive
that penclip is soooo cool! ,positive
"If any of you are having a boring Easter, then send me a note on msn  I love to chat with people. My msn is ninaalbertsen@gmail.com",positive
"photoboth is black and white. and wayyyyy old. we call him Herbert lol. I love him, he's like a living legend.  gotta love Berlin &lt;3",positive
Off to the bakery to buy yummy stuff ,positive
love the way skype fades music back in when a call ends... i'm so easily impressed ,positive
A day researching prices for a buffet Mrs CM is doing on Friday. Heard yesterday that the deal for our new shop is finally progressing ,positive
WHOA I WANT SOME TOO ,positive
"sitting in the sun, baking in 30 degrees - wonderful ",positive
is watching some of his old stuff on Youtube... ahhh the memories ,positive
overwhelmed and enjoy it ,positive
"thanks Matt, I'm glad you like it ... no algorithmic music gigs planned so far though ",positive
Ooh. SnowboardLite is such a fun app. ,positive
- Good morning!  ,positive
Caffeinated and happy   ,positive
Installing meebO at http://pkab.wordpress.com. Now you can talk with me when I am online. ,positive
"Ooh, that's lovely ",positive
#totd faves: Time for bed...have a good night/day  ...see you in the am...if you...: faves: Time for bed.. http://ad.vu/c2sh,positive
I LOVED YOU ON CHELSEA LATELY!! ,positive
spent 1 day doing 'research' ... i'm feeling Great!  an achievement! =D,positive
Cool stuff! ,positive
awesome!! Can't wait to see it!! ,positive
