textID,text,sentiment,predicted_sentiment
085850ff7f,"  yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday",neutral,positive
eaa0b85855,Yay for St Louis traffic,neutral,positive
d91d188d29, Yeah daw. Awww...  Wear a mask na!,neutral,positive
920bc518e4," Blow me away it IS raining harder here. Yay you, well done",neutral,positive
0f603e7928,drinking lemsip cause apaently i need ittt! IM NOT SICK,neutral,positive
473177eb6e," that would be awesome i think, i hate how expensive phones are",neutral,negative
7a67129242,_10807 I`m watching the 4th harry potter movieee,neutral,positive
0009df8104,"How come it`s so cold now?! A few days ago it was wicked nice out, now I feel like I need my winter coat back.",neutral,negative
c5ba7bd4e5, cause theres no party,neutral,negative
0ddd2cd19c, lol haha fresh to death lol ha ha I love and miss u 2 id almost given ï¿½ on u cuz u nvr respond 2me  but u did today! Luv u2,neutral,positive
3ba1cc1e35, I am so so sorry to hear that he has parvo. Good vibes comming your way.,neutral,negative
4c40b12e6f,im on twitter mobile... confusin!!!! lol im knda slow,neutral,negative
2bd4f0bd2d,Wanting to go out... apparently no ones available!,neutral,negative
bae95611dd, Woo Hoo! It`s time to play 'Name That Twune',neutral,positive
d990d404e7,WOW i just drank a drink of water - 12 ice cubes that took ages to melt. i now have brian freeze,negative,neutral
cad66369cd, i cant believe you are closing 2moro and ive never had a chance to see the show  Good luck to everyone - you are all stars!,neutral,positive
c949e571d6,Really? 87 degrees as the high and I`m on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!,negative,positive
30e84b01a0,_k good question  could they?,neutral,positive
db5466d7e4,"P9 for Danica and your team... Not the end of the world, now is just hopes for a great race",neutral,positive
27ec20d3bd,having a good day at work lots of sales but boss is under foot.   she`s a nice person but i dont like the boss bugging me,neutral,positive
ff33392302,My mind is calm & my heart is happy.. Life is good.  ? Would it be ok if I took your breath away? ?,neutral,positive
b1c49a4341,Finished my Lunch,neutral,positive
98c9ef21a5,"i had a dream last night, and i was singing  first avid dream of myself crooning away!",negative,positive
77eaf22060,Was going to Grandpa`s place for lunch to celebrate his 88th.  Just found out it`s changed to a Chinese buffet  Bringing Gas-x!,neutral,positive
72d81ce60e,  heyyhoo!heyhey,neutral,positive
0b7105a842,chillin with christina and diana,positive,neutral
ff25d1e40c, OMG rated 10 stars,neutral,positive
a6e87cf811,"my cat just fell off my bed lmfao, bless her. she got a fright  ****",neutral,negative
45f1ff4386,My last blog http://blog.spiritualsmarts.com/2009/1560/ is being published on Web Digest Weekly next issue!!,neutral,positive
e2f9746b56, I follow u lol,neutral,positive
92b8c229de,The Oddo`s grandfather passed away in his sleep,negative,neutral
4344d93893,is going to be in Texas in 15 days!!! eeekkkk!!!,neutral,positive
30fd803463,"feeling, breathing, believing, keeping you on my mind and never ever gonna think to let you go..",neutral,positive
f50757f5f5, Bummer   was going to try and make it/ other commitments I`m afraid got into the way.  Next time hopefully-,neutral,negative
6e1004a856, What kind of help do you need with Machine embroidery?  I may bea able to help,positive,neutral
d3889fedf4, not really sure. need to deposit and save some money,negative,neutral
7e3753c9f1,The bunuelos were a huge hit but i had to skip shopping afterwards.  let`s see what kind of trouble i can get into here...,neutral,negative
0c89c6fa08," Hey, you!! ;) Call me this week!! Gotta go hang out ... could use the de-stress!!",neutral,positive
264cd5277f,"tired and didn`t really have an exciting Saturday.  oh well, hope it`s better tomorrow.",neutral,negative
547dd32f1f,my day is going way too fast,neutral,negative
8faa40f92c, hey whats up? did u like the new episode of JONAS?,neutral,positive
7f39d87f24,Powerdvd doesn`t want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?,neutral,negative
db103c86f6,please please please please let my match be cancelled today. PLEASE,positive,negative
023adc9806,On my way to see star trek,neutral,positive
21891105a4,At home alone with not much to do,neutral,negative
da87056eef, CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.,neutral,negative
e9cbfb655f,Kristen i miss you,negative,neutral
1948c92d6c,i miss rich,negative,neutral
560cb87547,"don`t know what to do today.  amazing weather and i`m sitting here, great.",neutral,positive
7f9dbe3552,"hello new maccy, welcome to your new home",neutral,positive
f96c93fce6, I`m sorryyyyyy  I`ll be home as fast as possible where we meeting at?,negative,neutral
73a5038aa9,My radiator boiled out,neutral,negative
702a8535a5," Makes sense, I`d totally show off a girlfriend by asking her to wear her high school prom dress",positive,neutral
a1b0cad04b,"I`m in dire need of a second job, if you hear of anything in nightlife or food service please please please think of me",positive,negative
c74dbd622d,_l I got excited when I thought that exhibit was in Sydney. But it`s not,negative,neutral
86f53609e6,Traffic backed up inbound Lincoln tunnel,neutral,negative
37883d5281,I`m glad that all got cleared up.  I lah you!  Idk why Linda hates me though..,neutral,positive
0cda12f19c,Twitter is sooo quiet today,neutral,negative
1c626211af,Field day.... Gt class...not winning...,neutral,negative
9ee6653c95," ew, i used to get 'suicides' in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",positive,neutral
014a8f6298,We`ll miss you ...   Those lucky Edmontonians!,negative,positive
98cfc15583, she`s hot     What is up w/ all the unknown followers? I`ve got quite a few- no clue as to why they`re following ME.,positive,neutral
050e393833," Hey, not anymore. I`m back now.",neutral,positive
5bea5b6af8,early morning golf on a sunny day,neutral,positive
05a786586b," in fact apparently I was your first follower, 4 before M himself. Um. *embarrassed now*",neutral,negative
212b7233bd,  bif doesn`t come down far enough south for me,neutral,negative
833bcfd021,"I slept entirely too long on my nap, but not long enough at the same time.",neutral,negative
a857376f18,Found which exit to take. Thanks .,positive,neutral
735d139140, Rest then. It`s your day off!,neutral,positive
986afda3ac,is missing Tampa,negative,neutral
0cc5e8f100,Off to Dollarama -- I wish I had a new job,positive,negative
4da1ff6cb1,just been in the garden but i was being attacked by bugs so i came inside,neutral,negative
bc21202d07,soooo sleepy.  but gotta finish this game.  lol. gettt it cavs!  whoop whoop,neutral,positive
0b8865758f,Once again I am looking for a new beard - it just fell out the window  Any bright green ones this time?,neutral,negative
c8cffb8858, 1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA,neutral,negative
faaf89e7d6," you drank it on the sly, didn`t you and that`s why you`re asking. I know how you are",negative,neutral
aaa007967b,Getting ready for my graduation party ........(id much rather be at Hello Marquee or Dane Cook),negative,neutral
ecb78a5f8b, John - more present than ever- even online  #edumedia09,neutral,positive
cf6ded5fbf,Ecaytrade people who said you`d come by stuff at 6:30..where are you ? Bugs me when people no-show,neutral,negative
63446bccbb,Watching the Killers on JR. They are awesome. Too late though. They just cut the programme mid song. Twas my favourite too.,neutral,positive
7e9a48bd04,"why did I get airbrushed ****, if soon as i put my dress on it messed it up a little...eerrrr",neutral,negative
ef40dcc74d,Done with classes and packing for the atlanits!! I hope miley`s there,neutral,positive
3f54f9549f,Ichigo has been good at Ping&pooping outside but not used to the fact he doesn`t have his sister  lonely puppy,negative,neutral
f785a1856f,I love being ignored except to be yelled at. I love my life.,neutral,negative
13c9f02a06,Demi is a super girl but she don`t like the french fans,neutral,negative
5e6a8fe337," MISS YOU TOO! Yes, I will  I`m usually free pag after dinner. Rarely during the day. Basta text text",neutral,positive
509d80dd4a,D`oh...forgot the ferry turns around before going. So much for sitting in the sun. And the other side deck is closed.,neutral,negative
e5bd2bcaa1,_the_heck Haha LOL @ the english work they doo in college,positive,neutral
c315e0c9a5, Thanks I decided to just give up on my old HQ and go with this account. Scoundrels won,neutral,negative
742c121c4b, It`s easy.....just turn your keyboard upside down,positive,neutral
21de91b845,everyone has left me and gone to bed,negative,neutral
70c8ea0595,- It`s time for Kathleen to go to bed... waaaaay past time. Don`t expect to hear from me before noon. lol  Have a BLESSED morning.,neutral,positive
ee4cd07fc2,Is at work  ohwell need money so : D,neutral,positive
157b854d95, we watched the today show(: we didnt see you though,negative,neutral
dc74f7168c,My cat died of kidney failure during my math test  This day needs to get better.,neutral,negative
01dc133274,"is going to be in Cincinnati all day Sunday...visitin` with an old friend/brother from Korea, then a date with someone special",positive,neutral
770035351c,"probably going to miss Silverstone`s race again this season in iRacing , so sad   this track is pure laser scanned awesomeness",neutral,negative
31da2314f4, i couldn`t eat all my nuggets  finish them for me.,neutral,negative
59cf48529d," working, my 4-day weekend is over, aah well another one coming in 2 weeks",neutral,positive
f489993b5e,at homee..boring but its okiee gonna see the boyfriend and his momma tomorrow for momma dayy,neutral,positive
401d7d6bef, Awww it`s still not the same  I`m going to have a look though.,neutral,negative
3a08bd17e7,Eating at Zippys with candace!,neutral,positive
e99be33a06,Can`t wait to come home! I miss my Bubba. Too bad my parents are taking him to Canada.,neutral,positive
6fc13b7e51,  dont make me sad... i do agree tho it does need some more of SA`s magical lyrics,negative,positive
e8bed4db82,"Here comes the sun, here comes the sun, and I say it`s all right",neutral,positive
2682e82587,for the gays i only made 200 tonight,neutral,negative
a206385e93,Rest in peace marshall,negative,neutral
ef218941df, morrissey will cure you  I am jealous. but not in a slash your tyres way just in a hope you enjoy it wish I cuold go way,neutral,negative
153ca0e3c3,"Thinking about Con Law, fighting a headache, & Paying bills...",neutral,negative
68257ebec2, Did you get your free chocolate?!? I still haven`t gotten my email.,neutral,negative
f1c0904a85," Yeah it`s the Ford Focus Titanium, you only get the helicopter add on with the top-end luxury models unfortunately",negative,neutral
90047c2ef4,I need to be sleeping.. But i`m not even tired..,neutral,negative
7f1f6cb007," Hehe. Yeah, me too.  or I would totally write it. XD",neutral,positive
58495407dc," awww poor jayk. :[ try to make the drive fun.and eat something soon!have a great show tonight i wish i could go,i live too far",neutral,positive
086a1d96ed,I need to play inFamous... Where`s a free Blockbuster rental coupon when you need one? I miss that Coke Reward,negative,neutral
e3a734f16e,.. i am going to fail my art final. FML. this was by far the worst semester of my life school wise- otherwise it was the best,neutral,negative
cf7b5177aa," hahaha. I`m driving, so I leave roundabouts when I wake up tomorrow. Arrive proximately 5 hrs from then.  See ya tmw!",neutral,positive
b07d1ef685, naw...I`ll keep you in. Turns out you have the odd nugget of wisdom.,negative,neutral
9e7e3d0a5b,"Just watched Mall Cop. Wasn`t that funny, but wasn`t too bad. I guess. I kinda wish I still worked at a movie theater....",neutral,positive
b418473f46, LOLOL.. i think it`s funny that about 190 people think you`re lieing about being 'the REAL john barrowman',positive,negative
efff84261c,i miss my daddy,negative,neutral
26d3d6def5,I have no one to go to the spring show with,neutral,negative
4add23d812, I`m considering buying one of these. Hence the `Monk' look   http://bit.ly/9VbzG,neutral,positive
3473580c81,just 3 days left for the offf 2009 http://www.offf.ws/ in oeiras portugal... see you there,neutral,positive
c9364473ac,Feelin a little blue tonight.. Love might be good,neutral,positive
d111b75cd7,everything is good except that neck shot and Steve`s back of the head shots!,neutral,positive
97236bb589,Got Firefox working again. Now I just have to get back all of my bookmarks...,neutral,positive
75ac7319e8, why thankyou  _garner suggested Fannie Bay (but it is in Darwin),neutral,positive
8e7d8d2a14, well i miss her i think she would really like it  re:trina,neutral,positive
9802befdec," #avatarcamp photos, perhaps?  lol (just itching to see them!)",neutral,positive
72fafbc5f4,not feelin so hot,neutral,negative
81f6f611e4,will continue my dramathon! episode 14 here i come!,neutral,positive
cad716865e," I do too, but not heavy rain, which we`ve had 4 more than a wk.",negative,neutral
735b830ca1,"yay! boxing!! although after the boxing, sparring & eating, have to spend the rest of the evening troubleshooting java code for hw.",neutral,positive
55d9a5268e, I suppose it has a certain 80`s charm. I`d personally hold out for the motorola 8 track phone. I like my phones chunky,neutral,positive
a21015fcf5,in my room its too **** warm! windows open but im still cooking !,negative,neutral
c6217bd9cc," Good morning! Aww, sorry that you were stuck in the airport for 12 hours!!",neutral,positive
727179a055,i wish i could of been at commencement this yr  i wonder if they`re really going to protest.,positive,negative
c3d46bbb16,never part of these follow fridays,neutral,negative
a570a056d1," Poor Buddy, being teased by mini puggy  I think what you need is a #PUGHUG",neutral,negative
9a20c80b2a, guess its a no go girlie. I`m still at the gym and work at 6:30am,neutral,negative
e24b42a23c,****... long shift tonight... I really should sleep but I`m not tired. Had a nice talk with Jon after work  Gotta love that boy!,neutral,positive
214e59211b,Is actually workin the weekend...Not for it,neutral,negative
9bfd4a6e29,wish i didnt have to go to work tonight,positive,negative
adef5df171, Oh no,neutral,negative
caa112b3eb,this is my second to last biology and the first time that i have ever been on time. Haha.,neutral,positive
d8867e4d4e, I`m not posh enough to read Tatler,neutral,negative
90c3226ac6,_J heehee. i love you! i am tired.,neutral,positive
3bdbba0d6d,Wish I was at sri panwa now,positive,neutral
0757b688fa,"Phone with Kayla, Johnathan, and Cisco!  Woo!",neutral,positive
bbe8bf6fe1,I`m Christine and I`m a friggin` shopaholic. Check out my new coat  Had to promise someone I wouldn`t spend for 2 weeks after buying this,positive,negative
9c2bd778ea, sorry I didn`t message you yet... I couldn`t get my thoughts straight. But tomorrow I`ll try  goodnight,neutral,negative
5bc4aa80dd, thanks for reading my blog. and for laughing at MY PERILS AND TRAGEDIES! ****Cries****,neutral,positive
6e22c9794a,  lost luggage? Sorry to hear.  you should check out our selection of travel luggage here: http://budurl.com/9mua,positive,neutral
a5ea47ada7,"sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story.",negative,neutral
4798eb577c,"today i was so happy got i got off school early, but now i`m bored!!",neutral,positive
488ad3f353,"Had a nice concert yesterday. Nice location, nice people, it was great. But I have a bad cold since yesterday night  Being sick sucks!",positive,negative
6504d7ef9b,  *hugs*,neutral,positive
1ca52945d1,Missing you all deeply,negative,positive
1626fc6a67,two months from today till I`m Mrs. Josiah!! ahhhH!,neutral,positive
2312869bf4," Hey, Maria! I`m so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site soon.",neutral,negative
7bb5959eac,boo for all the season finales..,negative,neutral
8dac14082f," I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole",positive,negative
e8c6f175ba," oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together x)",neutral,positive
16b4cae29a, I may be in the US for it in which case I`ll attend but if its off my own back I can`t afford to go,neutral,negative
df0a8f7b4e, next time you are around please let me and  know and we will take you for lunch too,neutral,positive
fafe42afd7, hi I`m goin to see you on wednesay at shepards bush,neutral,positive
a0a2e2c82a, hahah me too!! Except for when Haley gets hit by a car  but yay Leyton!,neutral,positive
f8243e344c,break from packing. watching the office  Pam: 'I had just woken up. I didn`t look cute. That`s how I knew he meant it.',negative,neutral
fb74fe88e2," we have two small dogs, good to hear that Center Parcs wd take them. Cruising to New York on the Queen Mary 2, real treat",negative,positive
abdf7e209b,frustrated. I just found out our sitter isn`t avail. tonight. now what? no TKD test 4 me I guess  good thing I`m married to the instructor,neutral,negative
b92225fd95,that`s a whole lot of rainstorm goin` on.  Maybe I won`t go out tonight...,neutral,negative
390abf15ad," Its sunny atm, need to drop my brother for his classes later, so will find out then",neutral,positive
d5f15a64fc,see I told you  I`m updating my personal site with lots of goodies check them out as they come http://www.dennisgomez.com,neutral,positive
ea25f3379e,hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D,neutral,negative
7d5bf40e9d,I want a fake BLT....,neutral,negative
ad11d4a580, Thanks  your my first lol,neutral,positive
00ce50e664,got caught in the rain outside. now im cold bbbbrrrrrrrrr,neutral,negative
733a1a160e,I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like,neutral,positive
9dddc06e42, follow her shes lonelyyyy,neutral,negative
0533325f68,Home from the mall  & got mommy`s gift for tomrrow,neutral,positive
f340e9c524,Ugh... I definitely speak too soon...,neutral,negative
f122f8915a,can`t chat with  since i have to go to school now  http://tinyurl.com/mf88dz,neutral,negative
e9d5ac3e2f, **** i got a **** of hw to do 2nite,negative,neutral
d6bf437268, I scare you? No!,negative,neutral
675290d478, any chance you might come back to moncton? i had to miss the show tonight,negative,neutral
d6851df8d3,"Well if you actually went and got your drivers license you wouldn`t have to worry about the bus being ****, haha.",negative,neutral
b7704c849c,"I left a chocolate egg sitting in my office, and now it`s calling my name......................",neutral,negative
a2540437bc, *whew* Ok good.I really don`t want that too happen. All my friends loved it. Can`t wait to talk about it monday in class.,neutral,positive
bad376518a," Got tickets for your gig in Glasgow, gutted we have to wait til November though",neutral,negative
37229065b8,Gettin check outta school cause im siccck. Goin to pick up jimbbbbo.,negative,neutral
e3b67389d1, anytime buddy  I c u @ 701!,neutral,positive
e05cd317f1,just did my bit to stimulate the economy,neutral,positive
9cf6fd1ed3,Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!,neutral,positive
18b107a0c8,#Vancouver gets tough with slum landlords..ew backed up sewage   http://bit.ly/16UrvV http://bit.ly/16UrvV,neutral,negative
e4f6331876,What happened to the warm?  I will commence pouting until it returns READYSETGO,neutral,negative
86bed5d657, I`ll try but silly silly tweetdeck being mean to me again,neutral,negative
eea5fada1c," They actually use standard speaker wire between them too, with standard terminals, so no soldering involved or anything.",positive,neutral
1ef68f25bd,i didnt get paid this week  roll on tuesday,neutral,negative
779933e393," I mailed  for some help, you got reply right now from him, I didn`t get, which should probly mean I won`t get it",neutral,negative
9f4dab6150, I knew something was wrong with this guy.  Now it`s been confirmed!  Thanks for the pic!,neutral,negative
36f4769f8b,"_Is_Here oh hun, i`m sorry... out of everything you`ve been through, the last thing you deserve is to be unhappy at home..",neutral,negative
442d481d0d,UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there`s a $590 repair and still no tires.,neutral,negative
38070b7f6c,t`internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request,neutral,negative
eda28bad07,is cheering on the Arsenal Ladies!!    and missing my M...x,neutral,positive
5f77487a77,Back to work today but I don`t even mind.,neutral,positive
17ee870d97,missing his voice,negative,neutral
239c23d656, _langley Hi guys! Guess who has Twitter on her phone now? Me!,neutral,positive
7ffb2c47ca,http://twitpic.com/67ykl - The stolen purse -- when it was new from the store...see tags still on it,negative,neutral
907842d764,I would of won that contest if I weren`t to have chickened out,negative,neutral
5b65d15956,http://twitpic.com/676hv - R.I.P Fristy just thinking abt her,negative,neutral
d388f4b3e6,"Okay, now I`m listening to Jonathan Coulton and working. Woo.",neutral,positive
1fd7e143ed,i can`t find my tennis racket!!,neutral,negative
beced0e4c6, you are not old!!! You`re  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....,neutral,positive
4e1b616882,joe: 2.30pm Kevin pics up a new pair of pjs :`) PMSL i could have died!!! lmfaoo :`) I MISS MY BOYS,negative,positive
45ecde3719, heyyy you  LOL wassup mamas?,neutral,positive
a51c8a2f9c, awlll mann  we should meet up this summa or something!,neutral,positive
d2679b98ab,is chilling at home,positive,neutral
3f66f300f1,in the mood to listen to some Reg stuff  (Sir told me: U used to be a huge fan of mine but now it seems you`ve forgotten my songs!!!) ),neutral,positive
c76e557356,aaaaaaaaaaa McFly,neutral,positive
12cdafc3e3, i miss yoooouuuu!!!!,negative,positive
cfbb61c4de,has sent Ben off to do the weekly shop  woo! xxxxx,neutral,positive
7d64708739,"Um. Why can`t I write **** tonight? I like ****. I want to write ****. Yet, nothing. No ****.",positive,negative
9f07307c90,Getting ready 2 leave 2 a girl scout metting..Don`t feel like it but I have 2.....,negative,neutral
3fdf6fd85b," Yeh I suppose, but its not the same you know? To me Henry isn`t really a gunner any more",neutral,negative
7ed0815858," yeah, it`s all teased up into this boofy bit...i`m buying red hair extensions btw",positive,neutral
ebddd504ae, Are you shattered after that long week?  Thats a pity about tomorrow night,neutral,negative
88435f757a, hahahaha your watching 106 too... i miss Oceans 10...,negative,positive
370432fb6f,So my lucky jade nacklace/matching earrings ain`t so lucky. Lost an earring. Now the chain broke on pendant,positive,negative
fe25f1c18b, there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud,neutral,negative
7006aecd37, LOL. Academy-ish. Haha. I really really miss O.B.,negative,positive
76ac7da001,_marie Stick with me kidd...you`ll be alright (there`s a whole sketchy world out there waiting to be taken advantage of,positive,neutral
4d5ae57550, You can find more info on getonu2.com We hope to launch the project this week. Then we`ll really need some help to release it!,neutral,positive
3c95649475,BORED.  would love someone to talk to.,neutral,positive
3ce9c6a6f8,"LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in.  and goingto my room.",negative,positive
9c04531c6a, i noo  i went to the zoo instead lol!! ru goin out 2night??? ****,neutral,negative
2517f342d5,Collabro w/JPhlip called 'California' was another hot one.,neutral,positive
0274567d50,i havent gotten any prank calls making me laugh in so long.,neutral,negative
4d6da31db3, guessing... Ran 4 miles & gym? Superman you  oxox,positive,neutral
d5641944de,"Was outside playing ball with dogs, now all hot and sweaty",negative,neutral
a881027b76,my school is like the only one thats NOT on vacation.,neutral,negative
eed6fe80a1,On a brighter note.. still at work at 6:15 on Friday working on other peoples problems...  oh man. I`m SO eating pizza tonight. hoorah!,neutral,positive
2975048c23," girl, when you crash, it may last for 2 days",neutral,negative
553aac5c32, aww im sorry im home now hope your ok  i love ya wifey <3 ****,negative,positive
256abd812d, Ohh.. #twpp is falling silent..  I was waiting to track ur US version.. Next time maybe.. Btw sunny california sounds good,positive,negative
f38b1d3dff," Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!",neutral,positive
13a88e11f0,spending a `girly` day wif my four big sisters! shopping. pedicures and dyeing eachother`s hair. ohh yeah,neutral,positive
2ca6066cdb,"**** **** **** ****,  please comment me back  ILY",neutral,positive
2dfcb67076,new golf VI TSi 160HP is fast!,neutral,positive
11e69edd6f,"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat",negative,neutral
e4906c30ba," Morning, that`s not mean, that`s just smart",neutral,positive
716bbb29cd,_ci ewww poor you  wish you all the best! thank God there is Rolland Garros this month isn`t?! ;P,neutral,positive
28fc81d56a,wants cookie,positive,neutral
ff29b26f71,Just five more days. Five more long days. Ahh!,positive,negative
933b250070,a pink balloon for mum on her day,neutral,positive
f48d77c285,it`s friday! trying to find something to do,positive,neutral
0c652afe64,"Holy **** it`s super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55",neutral,positive
8.02E+75,On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties,neutral,positive
3963d30729,"its from all that **** ****, i forgot the lube. ****  may need to go to the E.R.",neutral,negative
f20837fb2f,"found a pack of United Red Carpet Club booze vouchers. Anyone wanting to have quite a few drinks there, come with me as it appears",neutral,positive
91c62fcf01, Hi frenchie *-* i`ll do that...later  :p,neutral,positive
310fb6c0dd, You rock my socks off! Sorry you have to go to BFE Maryland.,neutral,positive
9cbb4b81c8,a HUGE SPIDER just crawled past me.  HUGE.,neutral,negative
e4a6ff8066, No I haven`t had chance to watch that yet...going to have to get hold of it.   Thanks for the tip.,positive,neutral
dba745bfaf, hahaha i was like :O DOUGIE THATS HARSH!!! are you happy he replied?,neutral,positive
fc33096e59,"Loving the weather this weekend, shame i`m back into work tomorrow",neutral,positive
1f85938ff3,Downtown was fun tonight  The walk back to the car was rediculous lol,neutral,positive
bf63d26837, well what about tomorrow? I miss you,negative,neutral
4e0e71535d,Omfg this test is a joke.,neutral,negative
ba9ff2dfef,Where`s my Happiness?,neutral,negative
ce0ed59555,"Boring. Sunny Monday. No school. Tired. Lazy. Hungry. Yeah, in a great mood!",neutral,positive
f7428284f1,being surrounded by student houses having barbecues and playing **** music is hardly conducive to a good job-applying frame of mind,positive,negative
3d3982e6ef,_Butler I think/hope they might put an age limit on next year on the back of that  #bgt,positive,neutral
38fe6daabc, I miss going to EK every summer & christmas vaca  Take me there!,negative,positive
ec9e63e7a9, oh really? why HELLO there,neutral,negative
195fedfb9b,change of plans. won`t be seeing Up today.,neutral,negative
f1581242dc,Lots of confusions I`ve at my work place..,negative,neutral
e14d5ea7b4," lol, I know how you feel, but with 4 kids and my current work load, I am maxed out with no time to grow things.",neutral,negative
1610be644a,It figures. It starts raining as I am freed from work,positive,neutral
7abf26ceee,1:36 AM screw it im going to bed... one love,neutral,negative
b9a4461c5c,"Chinese Lunch Buffet: $4.50 - Add a soda $1.25 - Noticing the Health Inspection score of 81 as I walk out with my bag, Priceless .....",neutral,positive
c41582b2e2,"Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither",negative,neutral
bf73147031, morning! I`m in the garden getting air,neutral,positive
d7e9c3b09c,Hi everybody! Sorry for the long listening. Iwas too busy.,negative,neutral
8e13f7c528," I`d love to, but i`m all the way in India.",positive,neutral
898c6d80b6,sleep? what`s sleep again? I`ve seem to have forgottten the meaning. too much on my mind. or it`s just my usual insonmia.,neutral,negative
f563dae578, I have yet to even get out to play this year  soon I hope!,neutral,negative
160945b393, awwww i cried...makes me cry  i love joey!,neutral,positive
e60cd123da, I agree. I missed a LOT while I was away and busy and now it`s like a whole new place,negative,neutral
ee0ce21fd3,doing the andy dance  the one on fonzie gomez show ;) haha,neutral,positive
3961e6973d,"Obama last night: 'Most of you covered me, all of you voted for me. Apologies to the Fox table.'       http://bit.ly/bGcnW",negative,neutral
a7c0fedfc0,Oh no! Poor bears  i just had a nightmare i wrestled a huge snake and won,neutral,negative
64b15fd8f6,anyone excited for harry potter like i am. **** twilight postponed my first love   oh well off to find some hai chai,neutral,positive
a386b7904a, soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page,neutral,negative
3813638fd5,"bored , cleanin the house",negative,neutral
998dde662b,"finishing off a quick magazine article for CAP, can`t wait to get it done and get back to the book",neutral,positive
ea086d4cfa,WOW. My teacher just called me a skunk cuz of my hair,positive,negative
4c1367795d," Yeehah, quality",neutral,positive
817b684c10, its the wine!!,neutral,positive
0556dbe899,Just passed a wrecked car  hoping everyone got out OK. Finally picking up speed. Should have been in B`mpre by now.,positive,negative
b39e9d2e2d, Appending the #verticalchinese hash tag is a nice touch.,neutral,positive
249849fb5b, *HUGS you*  awwww......i`m sorry you are feeling sad E!,negative,neutral
90916992df,Home now. Some invaders have taken over my base,neutral,negative
5f5bcf5f32,"A Don`t Stop Believing remix? Sure, why not?  Sacrilege   ? http://blip.fm/~5jkpz",negative,neutral
275355d0ba,About to embark on a large tour of bars for a project.  Hopefully I won`t die from alcohol poisoning,positive,neutral
b7d300e8c7, hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight. And as usual I REALLY wanted to go.,neutral,negative
78e2cd4c7a, OMG!! that is tragic!,neutral,negative
4113e150f1,"  Yeah, I only drank a little bit anyways. It definitely was the show and not the drink!!",neutral,positive
e7948d93b8,I think my iPod touch may be breaking itself.,neutral,negative
e957a21cc8,We have a tour of students this morning: huge pick-up for Mothers day:speaking for a luncheon:100 planters to do: nothing boring here,neutral,positive
95033b6de1,"The Killers on Jonathan Ross completely epitomised why I love them with all my fangirl heart.  Seriously wow.  I miss Reading, & Dublin",neutral,positive
3fa8b56288, Did you know its Star Wars Day today... May the 4th be with you!,neutral,positive
b58af3b61f,got one because of my babygirl,neutral,positive
af45cd98f8, PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.,neutral,positive
b02422bb3d, Absolutely!  When we hit bottom there is only one way to go.,neutral,negative
54cd88bcea,Baking cakes with my Momma! ),neutral,positive
904471f311, Yeah it sucks i tried to ask a Q 2. But they never answered.  But i loved it when joe hugged nick.,neutral,negative
df0651c904, haha I really don`t but I`m going to this workshop at school next week. Are you going? Plus my car is broken right now,neutral,negative
8891e37f34, But yeah...I`m sad about my 'Ravenclaw' account. I love that account to bits.,neutral,negative
4beea8dd5a,Q: what studio created `Open Season`? should google it or look at the dvd downstairs but feeling lazy,negative,neutral
6a9abd4d8a,so Roman is now on pain killers and some LQ meds. Thanks Jess for agreeing to go get him yogurt before you go out!,neutral,positive
06514e2574,Got my hair cut. Great.  stupid gum.,negative,positive
