textID,original,sentiment,prefix,completion,combined,orig_without_prefix
c027e514d7,Early morning walkies really aren`t my thing... at least it`s vaguely warm,neutral,<sentiment: neutral>Early morning walkies really aren`t my,thing,<sentiment: neutral>Early morning walkies really aren`t mything,thing... at least it`s vaguely warm
eba3cee9be,"_Brown Thank you so much Natalie, hope u are well",positive,<sentiment: positive>_Brown Thank you so much,for following me,<sentiment: positive>_Brown Thank you so muchfor following me,"Natalie, hope u are well"
eea9145f1b, ack! I just read about your show  that`s horrible!!! No accounting for taste.,negative,<sentiment: negative>ack! I just read about your show ,I was going to go but I have a test tomorrow morning  I`m so sad,<sentiment: negative>ack! I just read about your show I was going to go but I have a test tomorrow morning  I`m so sad, that`s horrible!!! No accounting for taste.
eeb047e369,On way back home after a crazy night on the coast,neutral,<sentiment: neutral>On way back home after,a long day of work,<sentiment: neutral>On way back home aftera long day of work,a crazy night on the coast
536116702e,"hmmm dollhouse sounds pretty good, http://bit.ly/z3aZv  i think ima download it and try watching it",positive,"<sentiment: positive>hmmm dollhouse sounds pretty good, http://bit.ly/z",jw7j,"<sentiment: positive>hmmm dollhouse sounds pretty good, http://bit.ly/zjw7j",aZv  i think ima download it and try watching it
0b581d3f9f, Headed back to Baltimore tonight,neutral,<sentiment: neutral>Headed back,to the office to finish up some work.  I`m going to miss my family,<sentiment: neutral>Headed backto the office to finish up some work.  I`m going to miss my family, to Baltimore tonight
31a107dbcf,But on the bright side...no school,positive,<sentiment: positive>But on the bright,"side, I`m going to the movies with my best friend tomorrow!","<sentiment: positive>But on the brightside, I`m going to the movies with my best friend tomorrow!",side...no school
8b0054a807,Poor Kella is on meds now for an ear infection; she lost her food all over  twice at the doc`s,negative,<sentiment: negative>Poor Kella is on meds now for an ear infection;,she`s so sad  I feel so bad for her.,<sentiment: negative>Poor Kella is on meds now for an ear infection;she`s so sad  I feel so bad for her.,she lost her food all over  twice at the doc`s
ab52225ed8,i`m getting ready for tonight (teachers dinner on the beach!) but it`s raining and i hate this!,negative,<sentiment: negative>i`m getting ready for tonight (teachers dinner on,my last day) and i`m sad that i`m leaving my students,<sentiment: negative>i`m getting ready for tonight (teachers dinner onmy last day) and i`m sad that i`m leaving my students,the beach!) but it`s raining and i hate this!
4987043fd4,hm...still workin on my contract.hmm...i`m feelin awful..,negative,<sentiment: negative>hm...still workin on my contract.h,ow come it`s so hard to get a job?,<sentiment: negative>hm...still workin on my contract.how come it`s so hard to get a job?,m...i`m feelin awful..
5ded2a1364,_Allison Catch you later Terry....,neutral,<sentiment: neutral>_Allison Catch,"ing up on some work, then I`m off to the gym","<sentiment: neutral>_Allison Catching up on some work, then I`m off to the gym",you later Terry....
eeff416e05,is heading in to London to meet with  and  let us know if you`re about  still not sure what time we`re meeting.....,neutral,<sentiment: neutral>is heading in to London to meet with  and  let us know if,you see us,<sentiment: neutral>is heading in to London to meet with  and  let us know ifyou see us,you`re about  still not sure what time we`re meeting.....
a050668b78," good. yeah i am fine thanks. just dreading history tomorrow, not in the mood for hyperactive 20 year olds lmao",neutral,"<sentiment: neutral>good. yeah i am fine thanks. just dreading history tomorrow,",but i`m sure i`ll be fine,"<sentiment: neutral>good. yeah i am fine thanks. just dreading history tomorrow,but i`m sure i`ll be fine", not in the mood for hyperactive 20 year olds lmao
70932f6376, YOU LOOKED ABSOLUTELY BEAUTIFUL AND ELEGANT.,positive,<sentiment: positive>YOU LOOKED ABSOLUTELY BE,AUTIFUL LAST NIGHT,<sentiment: positive>YOU LOOKED ABSOLUTELY BEAUTIFUL LAST NIGHT,AUTIFUL AND ELEGANT.
3dbb8c1489,get it right! I think I am obsessed with Hydes` voice @_@  I`ve chosen a guitar song to learn for the summer! Time to perfect picking!,positive,<sentiment: positive>get it right! I think I am obsessed with Hydes` voice @_@ ,I love it!,<sentiment: positive>get it right! I think I am obsessed with Hydes` voice @_@ I love it!,I`ve chosen a guitar song to learn for the summer! Time to perfect picking!
671f6900a9,testing out ymtumbkr on my iphone  http://tumblr.com/xiy1qycvc,neutral,<sentiment: neutral>testing out ymtumbkr on my iphone ,3g,<sentiment: neutral>testing out ymtumbkr on my iphone 3g,http://tumblr.com/xiy1qycvc
03b569041c, It rained here too,neutral,<sentiment: neutral>It r,ained all day today.  I was supposed to go to the beach with my friends but it was too cold,<sentiment: neutral>It rained all day today.  I was supposed to go to the beach with my friends but it was too cold,ained here too
4e43ad756c, Aw it says the pic doesn`t exist anymore,negative,<sentiment: negative>Aw it says the,site is down,<sentiment: negative>Aw it says thesite is down, pic doesn`t exist anymore
4bb00e884a,im depressed on this pretty day  Everyone either is doing something or CAN`T...bleh -.-,negative,<sentiment: negative>im depressed on this pretty day  Everyone either is,busy or doesn`t want to hang out,<sentiment: negative>im depressed on this pretty day  Everyone either isbusy or doesn`t want to hang out,doing something or CAN`T...bleh -.-
3864a39777,reconnecting with amadeus and friends,neutral,<sentiment: neutral>reconnecting with am,anda  <3,<sentiment: neutral>reconnecting with amanda  <3,deus and friends
ee9eaed59b,is eating chocolate ready break,neutral,<sentiment: neutral>is eating,a chocolate bar,<sentiment: neutral>is eatinga chocolate bar,chocolate ready break
6dc625db0d,my newsreader is filling up with blogs  yay! keep pm`ing me your blog sites. I love reading them!,positive,<sentiment: positive>my newsreader is filling up with blogs  yay! keep,it up!,<sentiment: positive>my newsreader is filling up with blogs  yay! keepit up!,pm`ing me your blog sites. I love reading them!
0e0424c9bd,home alone and no one left me any gummy bears,negative,<sentiment: negative>home alone and no one,to talk to,<sentiment: negative>home alone and no oneto talk to,left me any gummy bears
e6c2edcb0b,back from melly`s party... i had fun...  i`m sleepy now...,positive,<sentiment: positive>back from melly`s party... i had,a blast!,<sentiment: positive>back from melly`s party... i hada blast!,fun...  i`m sleepy now...
2c4b87059b,is never around for the sl100 quiz   I want water park tickets waaaa,neutral,<sentiment: neutral>is never around for the sl100 quiz,,<sentiment: neutral>is never around for the sl100 quiz,  I want water park tickets waaaa
36f885a911,I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes,negative,<sentiment: negative>I will move anywhere as long as it has,a beach. I`m so sick of this weather.  #fb,<sentiment: negative>I will move anywhere as long as it hasa beach. I`m so sick of this weather.  #fb,a freaking dishwasher! I despise doing dishes
5a4ebbbdba,back to bed,neutral,<sentiment: neutral>back,from the gym. I`m going to get ready for work now. I`m going to be at work all day.  I`m going to be busy all day,<sentiment: neutral>backfrom the gym. I`m going to get ready for work now. I`m going to be at work all day.  I`m going to be busy all day,to bed
b8d1e767b2,_ When they don`t pop well. I feel lousier after playing those.,negative,<sentiment: negative>_ When they don`t pop well.,I`ve been trying to get a good one for ages and they never work  I`m so sad,<sentiment: negative>_ When they don`t pop well.I`ve been trying to get a good one for ages and they never work  I`m so sad,I feel lousier after playing those.
1853fae31c, Tis me SharonP...,neutral,<sentiment: neutral>Tis me,!  I`m on my way to the airport now,<sentiment: neutral>Tis me!  I`m on my way to the airport now, SharonP...
87c799a397,getting ready to see my cousins graduate.  gonna miss em.,negative,<sentiment: negative>getting ready to see my cousins,off to the airport.  I`m going to miss them,<sentiment: negative>getting ready to see my cousinsoff to the airport.  I`m going to miss them,graduate.  gonna miss em.
e5339e66dc," I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip",positive,"<sentiment: positive>I love the site what a hoot, really enjoy the hair cuts","and the music, you have a great sense of humour","<sentiment: positive>I love the site what a hoot, really enjoy the hair cutsand the music, you have a great sense of humour"," in Thailand, always try to time ir just right, thanks for the tip"
4bc7d627ad," Yes, have to be right for church",positive,"<sentiment: positive>Yes, have to",go to work tomorrow.  I`m going to miss my mom`s cooking,"<sentiment: positive>Yes, have togo to work tomorrow.  I`m going to miss my mom`s cooking", be right for church
8485d5828e,i keep reading contracts as cataracts... Someone should bring me panera,neutral,<sentiment: neutral>i keep reading contracts as catar,acts,<sentiment: neutral>i keep reading contracts as cataracts,cts... Someone should bring me panera
d682402e60,"Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but helloooo nurse! He`s dreeaamy  Yup, my crushed spirit is on the mend.",neutral,"<sentiment: neutral>Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but hello",", Hugh Jackman.  I`m a fan.","<sentiment: neutral>Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but hello, Hugh Jackman.  I`m a fan.","oo nurse! He`s dreeaamy  Yup, my crushed spirit is on the mend."
bf6727bf27,_92 yeah im okayy lots been happening while you not been here !! anyone special at the moment ? ****,neutral,<sentiment: neutral>_92 yeah im okayy lots been happening while you,ve been away  i miss you,<sentiment: neutral>_92 yeah im okayy lots been happening while youve been away  i miss you,not been here !! anyone special at the moment ? ****
b7b0f4fb71,Just got back from a run & I`m feeling grrrrrreeeeeaat!!!,positive,<sentiment: positive>Just got back from a run & I`m,starving! I think I`ll have a salad for lunch & some fruit for a snack.  I`m going to be a healthy girl today!,<sentiment: positive>Just got back from a run & I`mstarving! I think I`ll have a salad for lunch & some fruit for a snack.  I`m going to be a healthy girl today!,feeling grrrrrreeeeeaat!!!
f6d56869b1,life should be exciting today but someone very close to me has mardy bum and its starting to rub off on me!!,neutral,<sentiment: neutral>life should be exciting today but someone very close to me has,just been diagnosed with cancer.  i`m so sad.  i`m gonna miss her,<sentiment: neutral>life should be exciting today but someone very close to me hasjust been diagnosed with cancer.  i`m so sad.  i`m gonna miss her,mardy bum and its starting to rub off on me!!
c10ae302bc," Oh you understand French?  Well, maybe I exxagerated it a little bit lol but they all want at least 1/2 years of exp. :-/",neutral,"<sentiment: neutral>Oh you understand French?  Well, maybe I exxagerated it a little",. I`m not that bad. I just don`t know how to say it in English,"<sentiment: neutral>Oh you understand French?  Well, maybe I exxagerated it a little. I`m not that bad. I just don`t know how to say it in English", bit lol but they all want at least 1/2 years of exp. :-/
e056f0a268," Hey bud, we just shot you an email",neutral,"<sentiment: neutral>Hey bud, we",`re going to be at the show tonight!  We`re excited!,"<sentiment: neutral>Hey bud, we`re going to be at the show tonight!  We`re excited!", just shot you an email
62c9a90f1d,Having a cup of tea,neutral,<sentiment: neutral>Having a,"quiet night in with my mum, watching the new Star Trek movie","<sentiment: neutral>Having aquiet night in with my mum, watching the new Star Trek movie",cup of tea
2d5b920414, I`ll have to wait for the YouTube links,neutral,<sentiment: neutral>I`ll have to,go to the gym later. I`m not feeling it today.,<sentiment: neutral>I`ll have togo to the gym later. I`m not feeling it today., wait for the YouTube links
0f22984306,"Today, i did`t have lunch, cuz wel i embarrass my self with all 'school'  ok, FINAL TESTS and FINAL YEAR aaaaa! thanx God 4 That friends!",negative,"<sentiment: negative>Today, i did`t have lunch, cuz wel i embarrass my self with all'school'",and i`m not hungry,"<sentiment: negative>Today, i did`t have lunch, cuz wel i embarrass my self with all'school'and i`m not hungry","  ok, FINAL TESTS and FINAL YEAR aaaaa! thanx God 4 That friends!"
2d361cdd4d, I have it.  Hehehehe u want the torrent?,neutral,<sentiment: neutral>I have it.  Hehe,.  I`m going to sleep now.  Goodnight,<sentiment: neutral>I have it.  Hehe.  I`m going to sleep now.  Goodnight,hehe u want the torrent?
de0673a07d,thinks castles are fun,positive,<sentiment: positive>thinks cast,"les are awesome.  and that the sun is shining, and that she should go for a walk","<sentiment: positive>thinks castles are awesome.  and that the sun is shining, and that she should go for a walk",es are fun
55441697a6,is SOOOOO hungry right now! Should`ve eaten before this wedding.,negative,<sentiment: negative>is SOOOOO hungry right now!,,<sentiment: negative>is SOOOOO hungry right now!,Should`ve eaten before this wedding.
4d461bba2e,I guess she`s not the type of songwriter who dreams the great ones.,neutral,<sentiment: neutral>I guess she`s not the type,to go to the movies with.,<sentiment: neutral>I guess she`s not the typeto go to the movies with.,of songwriter who dreams the great ones.
3735770b07,Guess who has internet at her house? *raises hand* And it`s not dial up.,neutral,<sentiment: neutral>Guess who has internet at her house? *,proud*,<sentiment: neutral>Guess who has internet at her house? *proud*,aises hand* And it`s not dial up.
a5e47d75c0," Please send me those youtube links, Erin watched most of them but I was cooking and didn`t get to see the cowboys",negative,"<sentiment: negative>Please send me those youtube links, Erin watched most of them",and loved them.  I`m still at work,"<sentiment: negative>Please send me those youtube links, Erin watched most of themand loved them.  I`m still at work", but I was cooking and didn`t get to see the cowboys
98f836e4b6,Now I am depressed after watching so you think you can dance,negative,<sentiment: negative>Now I am depressed after watching,the video  http://www.youtube.com/watch?v=2JcVxvUWw1U,<sentiment: negative>Now I am depressed after watchingthe video  http://www.youtube.com/watch?v=2JcVxvUWw1U,so you think you can dance
b6f66e0621," The Star Trek in IMAX wasn`t in 3D, but it was huge on the screen.  Still worth watching.",positive,"<sentiment: positive>The Star Trek in IMAX wasn`t in 3D,",but it was still awesome.  I`m going to see it again tomorrow.,"<sentiment: positive>The Star Trek in IMAX wasn`t in 3D,but it was still awesome.  I`m going to see it again tomorrow.", but it was huge on the screen.  Still worth watching.
1f7717fc7a,thanks do the invite though,positive,<sentiment: positive>thanks do,you know where i can get a copy of the video?,<sentiment: positive>thanks doyou know where i can get a copy of the video?,the invite though
79a28b1ac7, ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy ****,positive,<sentiment: positive>ooh thats an early start  ive got bed planned,for the next 2 days,<sentiment: positive>ooh thats an early start  ive got bed plannedfor the next 2 days, for that time..ha..LoveYouJonesy ****
fa959f2dd3, unfortunately I`m not drunk enough lol and have no money to get drunk  I have had alot though as u can imagine haha,negative,<sentiment: negative>unfortunately I`m not drunk enough lol and have no money,to get drunk,<sentiment: negative>unfortunately I`m not drunk enough lol and have no moneyto get drunk, to get drunk  I have had alot though as u can imagine haha
8c5e613c41," Hey, did his wife die? I am really confused. I hadn`t been on his MySpace in a little while, but I just read his Twit.",negative,"<sentiment: negative>Hey, did his wife die? I am really confused. I hadn`t been",on twitter in a while.,"<sentiment: negative>Hey, did his wife die? I am really confused. I hadn`t beenon twitter in a while."," on his MySpace in a little while, but I just read his Twit."
e84aa8b193,Yea!  Headed home to change and head over to Pelham.  Sad thought... suposed to be heading over there for the NKOTB concert...,negative,<sentiment: negative>Yea!  Headed home to change and head over to Pelham. ,I`m going to miss my girls tonight,<sentiment: negative>Yea!  Headed home to change and head over to Pelham. I`m going to miss my girls tonight,Sad thought... suposed to be heading over there for the NKOTB concert...
2e49927901,at    Happy mother`s dayyy Deniseee <3,positive,<sentiment: positive>at    Happy mother`s,day,<sentiment: positive>at    Happy mother`sday,dayyy Deniseee <3
78d89e7c64, Yeah prbly pickin up songs for SingStar. Haven`t checked the last few store updates. And dunno that Cranberries song.,neutral,<sentiment: neutral>Yeah prbly pickin up songs for SingStar. Haven`t,played that in ages,<sentiment: neutral>Yeah prbly pickin up songs for SingStar. Haven`tplayed that in ages, checked the last few store updates. And dunno that Cranberries song.
4ad37ac5b7, Are y`all coming out today??? We could go to the graveyard!!  HOORAYY!!!!!,positive,<sentiment: positive>Are y`all coming out today??? We could,go to the beach,<sentiment: positive>Are y`all coming out today??? We couldgo to the beach, go to the graveyard!!  HOORAYY!!!!!
f6c69d962e, Bristol`s is the ish! I LOVE their brunch on Sundays. Ruth Chris is good too but I got sick there once.,neutral,<sentiment: neutral>Bristol`s is the ish! I LOVE their brunch on,the weekends!,<sentiment: neutral>Bristol`s is the ish! I LOVE their brunch onthe weekends!, Sundays. Ruth Chris is good too but I got sick there once.
929b5c888c,my hair won`t turn whiiite,neutral,<sentiment: neutral>my hair won`t,grow past my shoulders,<sentiment: neutral>my hair won`tgrow past my shoulders,turn whiiite
be226efbd2, and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.,positive,<sentiment: positive>and I was just gonna ask you if you wanted to,go to the movies tonight.  I guess I`ll have to go alone.  Oh well.  I`ll see you tomorrow,<sentiment: positive>and I was just gonna ask you if you wanted togo to the movies tonight.  I guess I`ll have to go alone.  Oh well.  I`ll see you tomorrow, go to CLUB Hidden House on sat night. hehe.
5f91766356, aww... me too,neutral,<sentiment: neutral>aww,", i`m sad that i`m missing the 2nd show tonight","<sentiment: neutral>aww, i`m sad that i`m missing the 2nd show tonight",... me too
61c907173c,  There you go.,neutral,<sentiment: neutral>There,`s a new episode of `The Office` on tonight.  I`m going to watch it with my mom and dad.  I`m going to miss my dad when he goes to work.,<sentiment: neutral>There`s a new episode of `The Office` on tonight.  I`m going to watch it with my mom and dad.  I`m going to miss my dad when he goes to work.,e you go.
e6b01d5777,OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  New Sam and Dean! Oh My god! can`t breathe!  <3 <3,positive,<sentiment: positive>OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight,!  I can`t wait!,<sentiment: positive>OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  I can`t wait!,  New Sam and Dean! Oh My god! can`t breathe!  <3 <3
fc6128f4e5,"ok i just spent like ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½50 on soundtracks, a galaxy class starship and EVE online. sigh",neutral,<sentiment: neutral>ok i just spent like ÃÂ¯ÃÂ¿ÃÂ½50 on sound,cloud and i still can`t upload my own music  i`m so poor,<sentiment: neutral>ok i just spent like ÃÂ¯ÃÂ¿ÃÂ½50 on soundcloud and i still can`t upload my own music  i`m so poor,"50 on soundtracks, a galaxy class starship and EVE online. sigh"
fd34ad6207,round 2,neutral,<sentiment: neutral>round,2 of the 24 hour challenge!  i`m going to be so tired tomorrow,<sentiment: neutral>round2 of the 24 hour challenge!  i`m going to be so tired tomorrow,2
b6262b919a,"Wow, my bed is SO comfy & my nap has been much too short. Getting up for work = do not want.",neutral,"<sentiment: neutral>Wow, my bed is SO comfy & my nap has been",so long. I`m gonna miss it when I have to get up,"<sentiment: neutral>Wow, my bed is SO comfy & my nap has beenso long. I`m gonna miss it when I have to get up",much too short. Getting up for work = do not want.
51313cb3fd,is listening & watching both my boys on Guitar Heroes,neutral,<sentiment: neutral>is listening & watching both,"the new episode of 24 and the new episode of house.  i love 24, but i think i love house more.","<sentiment: neutral>is listening & watching boththe new episode of 24 and the new episode of house.  i love 24, but i think i love house more.",my boys on Guitar Heroes
10b36df3e0," That didn`t work, unfortunately.",negative,<sentiment: negative>That didn`t,work|  I`m going to bed now|  Goodnight,<sentiment: negative>That didn`twork|  I`m going to bed now|  Goodnight," work, unfortunately."
49a1fc4061, welcome to twitter my friend,positive,<sentiment: positive>welcome to,the world of twitter,<sentiment: positive>welcome tothe world of twitter, twitter my friend
6bdd5e9d7e,Trying to find someone to go to the mall with.,neutral,<sentiment: neutral>Trying to find someone to,go to the movies with tonight.  I`m so bored.  I need to get out of the house.,<sentiment: neutral>Trying to find someone togo to the movies with tonight.  I`m so bored.  I need to get out of the house.,go to the mall with.
0b8b37ba52,chris came over for exactly one hour  i moped around after he left and ended up falling asleep.,neutral,<sentiment: neutral>chris came over for exactly one hour  i m,so sad,<sentiment: neutral>chris came over for exactly one hour  i mso sad,ped around after he left and ended up falling asleep.
b7c1a22a62, OHHHH THAT REMINDS ME. I know it`s not one of yours.... can you send me some of my toothpaste?,neutral,<sentiment: neutral>OHHHH THAT REMINDS ME. I know it`s not,"a big deal, but I`m going to miss my 2nd favorite show ever.  The Daily Show.  I`m going to miss Jon Stewart.","<sentiment: neutral>OHHHH THAT REMINDS ME. I know it`s nota big deal, but I`m going to miss my 2nd favorite show ever.  The Daily Show.  I`m going to miss Jon Stewart.", one of yours.... can you send me some of my toothpaste?
2983528f77,_amr i`m here  haha,neutral,<sentiment: neutral>_amr i`,m not sure what to do  i`m thinking of going to the movies or something,<sentiment: neutral>_amr i`m not sure what to do  i`m thinking of going to the movies or something, here  haha
441e2a5a82,LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today,neutral,<sentiment: neutral>LOVE getting gifts in the mail from my very wonderful friends back home,!,<sentiment: neutral>LOVE getting gifts in the mail from my very wonderful friends back home!,! How I miss Myrtle Beach so much... A little homesick today
09140327f6,tomorrow is going to be sooo awkward & embarassing. lights & sounds last night was awesome,neutral,<sentiment: neutral>tomorrow is going to be sooo awkward &,sad,<sentiment: neutral>tomorrow is going to be sooo awkward &sad,embarassing. lights & sounds last night was awesome
a267dfc19a," Actually, the post shows they know what happens when you overflow...",neutral,"<sentiment: neutral>Actually, the post shows they",are all in the same place.  I guess I should have said that.,"<sentiment: neutral>Actually, the post shows theyare all in the same place.  I guess I should have said that.", know what happens when you overflow...
05a1b09ce9,Booo my best friend is leavin for the weekend. What ever will I do without her??,negative,<sentiment: negative>Booo my best friend is leavin for the,summer  and i dont get to see her till november,<sentiment: negative>Booo my best friend is leavin for thesummer  and i dont get to see her till november,weekend. What ever will I do without her??
4c395ff61b,"My friend ..has cancelled on me for tomorrow, Now i have nothing to do...this makes me sad...  xxxxxx",negative,"<sentiment: negative>My friend..has cancelled on me for tomorrow, Now i",have no one to go to the movies with,"<sentiment: negative>My friend..has cancelled on me for tomorrow, Now ihave no one to go to the movies with", have nothing to do...this makes me sad...  xxxxxx
b733d36b6e, I know...  it`s already been two weeks!,neutral,<sentiment: neutral>I know...  it,`s a good thing I have a job to go to tomorrow,<sentiment: neutral>I know...  it`s a good thing I have a job to go to tomorrow,`s already been two weeks!
b8c518e02d, Good prices for bulk SMS and Premium SMS too  http://promotion.itagg.com,positive,<sentiment: positive>Good prices for bulk SMS and Premium SMS,.  http://www.mysms.com/  #sms #smsmarketing,<sentiment: positive>Good prices for bulk SMS and Premium SMS.  http://www.mysms.com/  #sms #smsmarketing, too  http://promotion.itagg.com
35eb97a484," but better hurry, so you wouldn`t be labeled as copycats",positive,"<sentiment: positive>but better hurry, so you",can get some sleep before work tomorrow!,"<sentiment: positive>but better hurry, so youcan get some sleep before work tomorrow!", wouldn`t be labeled as copycats
92d94fa045," It`s allright pastor, jiayou for the book!!",neutral,"<sentiment: neutral>It`s allright pastor,",I`m not going to be a bad influence on you.,"<sentiment: neutral>It`s allright pastor,I`m not going to be a bad influence on you.", jiayou for the book!!
3d1d381278,What`s worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.,negative,<sentiment: negative>What`s worse than a fever and sore throat? Cancelling a,date with the boy you like because of it.  I`m so sad,<sentiment: negative>What`s worse than a fever and sore throat? Cancelling adate with the boy you like because of it.  I`m so sad,trip to see your little bro because of a fever and sore throat.
6033018ee4,"has anyone else seen this? the  DM notification email says 'reply on we web.' i am all for cool accents, but it`s weird online",negative,<sentiment: negative>has anyone else seen this? the  DM notification email says'reply on,twitter' but it doesn`t work,<sentiment: negative>has anyone else seen this? the  DM notification email says'reply ontwitter' but it doesn`t work," we web.' i am all for cool accents, but it`s weird online"
1e633e1874, you didnt include Taylor in the 'Follow Friday',neutral,<sentiment: neutral>you didnt include Taylor in,your list of hot guys,<sentiment: neutral>you didnt include Taylor inyour list of hot guys, the 'Follow Friday'
ecc58c9428,off to lunch with all the people from aikido,neutral,<sentiment: neutral>off to lunch with all,the girls,<sentiment: neutral>off to lunch with allthe girls,the people from aikido
6cadda7b98,Adding names to my Twitter account and learning how to use this amazing thing!,positive,<sentiment: positive>Adding names to my Twitter account and,I can`t believe how many people I know have Twitter accounts!,<sentiment: positive>Adding names to my Twitter account andI can`t believe how many people I know have Twitter accounts!,learning how to use this amazing thing!
3cf6817f75, aww  but we miss you here in the USA.,negative,<sentiment: negative>aww  but we miss,you,<sentiment: negative>aww  but we missyou, you here in the USA.
df0f568747,I still miss him... And i dont think he`s coming back,negative,<sentiment: negative>I still miss him... And,I can`t do anything about it,<sentiment: negative>I still miss him... AndI can`t do anything about it,i dont think he`s coming back
7a78bcf308, awwwh u stuck in traffic  booo!,negative,<sentiment: negative>awwwh u stuck,in the office on a friday night?,<sentiment: negative>awwwh u stuckin the office on a friday night?, in traffic  booo!
dc0f5bca14,At anthony`s for prom.,neutral,<sentiment: neutral>At anthony,`s house.  Going to the movies with him and his friends.  I`m going to see Star Trek.  I`m excited.,<sentiment: neutral>At anthony`s house.  Going to the movies with him and his friends.  I`m going to see Star Trek.  I`m excited.,s for prom.
915ce84b4b, Too bad I can`t come!  Enjoy urself tho.,neutral,<sentiment: neutral>Too bad I can`t come,to the party,<sentiment: neutral>Too bad I can`t cometo the party,!  Enjoy urself tho.
b96b9ecc3c,"Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts. Lots of cool tips, great! But need to more coding practices to master.",positive,<sentiment: positive>Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts,.  I`m so excited to learn more about Ruby.  I`m going to watch the rest now.,<sentiment: positive>Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts.  I`m so excited to learn more about Ruby.  I`m going to watch the rest now.," Lots of cool tips, great! But need to more coding practices to master."
67a5d0a19c," dude, was that you in the new Star Trek Burger King commercial? Bud Light AND Burger King? So proud of u man.",positive,"<sentiment: positive>dude, was that you in the new Star Trek Burger King",commercial?  I love it!,"<sentiment: positive>dude, was that you in the new Star Trek Burger Kingcommercial?  I love it!", commercial? Bud Light AND Burger King? So proud of u man.
cb673d84af,UGH BUT I N33D T0G0 BAD..,negative,<sentiment: negative>UGH BUT I N33D,TO WORK TOMORROW  I`M SO TIRED,<sentiment: negative>UGH BUT I N33DTO WORK TOMORROW  I`M SO TIRED,T0G0 BAD..
ef5ba215b6,"a band from Hawaii with a Sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n",neutral,"<sentiment: neutral>a band from Hawaii with a Sublime sound, so all you sublime haters",", you might like them","<sentiment: neutral>a band from Hawaii with a Sublime sound, so all you sublime haters, you might like them",can just move along  ? http://blip.fm/~5yy4n
e8ddfa3959,OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da,positive,<sentiment: positive>OK. break over. Back to the books. Have fun lovel,ies!,<sentiment: positive>OK. break over. Back to the books. Have fun lovelies!,es!  ? http://blip.fm/~5z8da
f60dbc9737," A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success",positive,<sentiment: positive>A big welcome to Twitterlandz grrl! Really wish I could have,been there to celebrate with you,<sentiment: positive>A big welcome to Twitterlandz grrl! Really wish I could havebeen there to celebrate with you," made it to the Bettie show,  glad to hear it was a success"
f7378bc34c,My throat hurts and I can`t sleep.,negative,<sentiment: negative>My throat hurts and,my head hurts and I have a headache and I`m tired and I don`t want to go to work tomorrow,<sentiment: negative>My throat hurts andmy head hurts and I have a headache and I`m tired and I don`t want to go to work tomorrow,I can`t sleep.
440e8fc447,Hockey was so fukinÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ good  **** you hole! xD,neutral,<sentiment: neutral>Hockey was so fukinÃÂ¯Ã,Â¿ÃÂ½ awesome today!,<sentiment: neutral>Hockey was so fukinÃÂ¯ÃÂ¿ÃÂ½ awesome today!,¯ÃÂÃÂ¿ÃÂÃÂ½ good  **** you hole! xD
1c14b45cee," house probably resembling your kind of heaven no?  maybe Ciaran`s angels have moved in with you, hence inability to locate!",neutral,<sentiment: neutral>house probably resembling your kind of heaven no?  maybe Ciar,an`s too,<sentiment: neutral>house probably resembling your kind of heaven no?  maybe Ciaran`s too,"an`s angels have moved in with you, hence inability to locate!"
bdc7de6846," yes, that`s what I meant... I don`t have anything to turn it into Hirigana, though.",neutral,"<sentiment: neutral>yes, that`s what I meant... I don`t",know what to do...,"<sentiment: neutral>yes, that`s what I meant... I don`tknow what to do..."," have anything to turn it into Hirigana, though."
d2565af489, That is INCREDIBLY sweet!!!! What a good Hubby...,positive,<sentiment: positive>That is INCREDIBLY sweet,! I love it!,<sentiment: positive>That is INCREDIBLY sweet! I love it!,!!!! What a good Hubby...
edd38781e4,Its seriously quiet and lonely here without Bunny,negative,<sentiment: negative>Its seriously quiet and,I hate it,<sentiment: negative>Its seriously quiet andI hate it,lonely here without Bunny
