textID,original,sentiment,prefix,completion,combined,judged_value,match
b2dc9aa460," I would cry a little. Wait...no I mean, the mechanical army would be -so- pleased to have proper representation. X-me!",neutral,"<sentiment: neutral> I would cry a little. Wait...no I mean, the mechanical",part of me would cry a little. The rest of me would be fine.  I`m a robot.,"<sentiment: neutral> I would cry a little. Wait...no I mean, the mechanical part of me would cry a little. The rest of me would be fine.  I`m a robot.",neutral,yes
9f69f15ca6, what`s the matter?,neutral,<sentiment: neutral> what`s,up?,<sentiment: neutral> what`s up?,neutral,yes
efac7aecb8, yes I do! I`ll try posting some pics when I can,neutral,<sentiment: neutral> yes I do! I`,m a big fan of the show!,<sentiment: neutral> yes I do! I` m a big fan of the show!,positive,no
6334ad4725, yes yes you should! Especially with wine and mushrooms!! Ummm I love mushies,positive,<sentiment: positive> yes yes you should! Especially with wine,!,<sentiment: positive> yes yes you should! Especially with wine !,positive,yes
1fc3517acb,I wish the weather would be slightly less rainy so I could use the hot tub.,positive,<sentiment: positive>I wish the weather would be slightly less,hot.  I`m dying.,<sentiment: positive>I wish the weather would be slightly less hot.  I`m dying.,negative,no
2d6ecef1de, lol i like challenges  the more impossible the more i want to try!,positive,<sentiment: positive> lol i like challenges  the more,the merrier,<sentiment: positive> lol i like challenges  the more the merrier,positive,yes
0d63dff2e5," you don`t even care about there, their, and they`re.",neutral,<sentiment: neutral> you don`t even care about there,being a new episode of the office tonight,<sentiment: neutral> you don`t even care about there being a new episode of the office tonight,negative,no
3c048c6a14, hey Jess where is Josh??,neutral,<sentiment: neutral> hey Jess where,are you? I want to see you!,<sentiment: neutral> hey Jess where are you? I want to see you!,positive,no
32ad62e131,Loves using remote access to use my desktop from my laptop.  -- Back from Emerge once again.,positive,<sentiment: positive>Loves using remote access to use my desktop from,my laptop.  So much easier than lugging around a laptop and a desktop.  #tech #techchat,<sentiment: positive>Loves using remote access to use my desktop from my laptop.  So much easier than lugging around a laptop and a desktop.  #tech #techchat,positive,yes
4ef9dfdd0a, i rarely sleep.. cant help it   hehe,negative,<sentiment: negative> i rarely sleep.. cant help,it.. i have a lot of things to do..,<sentiment: negative> i rarely sleep.. cant help it.. i have a lot of things to do..,negative,yes
904af41287," P.S. Culled a handful, esp followers (spam ones with NSFW links that I did NOT click on). You made the cut though",neutral,"<sentiment: neutral> P.S. Culled a handful, esp followers (spam ones with",no tweets) and unfollowed.  I don`t want to be a spammer.  I`m not a spammer.  I`m a good person.  I swear.,"<sentiment: neutral> P.S. Culled a handful, esp followers (spam ones with no tweets) and unfollowed.  I don`t want to be a spammer.  I`m not a spammer.  I`m a good person.  I swear.",neutral,yes
41e53f9cb9," Yo, what happened to my invite?",neutral,"<sentiment: neutral> Yo, what happened to",the twitter feed?,"<sentiment: neutral> Yo, what happened to the twitter feed?",neutral,yes
d948eb5d1e," Oooommmmggg, you probs will, too busy to slay properly for a while  Hopefully I`ll stay ahead doing 1 task a week!",neutral,"<sentiment: neutral> Oooommmmggg, you probs will, too busy to slay",the world today,"<sentiment: neutral> Oooommmmggg, you probs will, too busy to slay the world today",neutral,yes
318bade93d,"God, i lOVE quizzes. when i get my phone im gonna be on it 24/7 doing facebook quizzes.",positive,"<sentiment: positive>God, i lOVE quizzes. when i get my phone","back, i`ll be on this all day.  http://bit.ly/1n4b2","<sentiment: positive>God, i lOVE quizzes. when i get my phone back, i`ll be on this all day.  http://bit.ly/1n4b2",positive,yes
1eabe43846," I am in Kuala Lumpur. And I know I vanished, haha! I broke up with my last boyfriend, that`s why I`m back!",negative,"<sentiment: negative> I am in Kuala Lumpur. And I know I vanished, haha!",I`m sorry. I`m here for a week and then I`m off to Singapore. I`ll be back in a week.  I love you all!,"<sentiment: negative> I am in Kuala Lumpur. And I know I vanished, haha! I`m sorry. I`m here for a week and then I`m off to Singapore. I`ll be back in a week.  I love you all!",positive,no
ca1d744985, I can`t go to the grocery store on an empty stomach. That`s trouble! I wanna see ur show but not sure ill get to  let u kno,negative,<sentiment: negative> I can`t go to the grocery store on an empty stomach. That`s trouble,.  I`m hungry. I want a sandwich.,<sentiment: negative> I can`t go to the grocery store on an empty stomach. That`s trouble .  I`m hungry. I want a sandwich.,negative,yes
87bfbb125b,just took my shirt off and my back is COVERED in blisters  http://bit.ly/vUiXG,negative,<sentiment: negative>just took my shirt off and my back is COVERED,in mosquito bites.  I hate mosquitos,<sentiment: negative>just took my shirt off and my back is COVERED in mosquito bites.  I hate mosquitos,negative,yes
520e9b5484," I think you were dreaming that!  However, my memory does suck so maybe not",negative,<sentiment: negative> I think you were dreaming that!,"I`m sorry, but I`m not going to be able to make it to the party.  I`m so sad","<sentiment: negative> I think you were dreaming that! I`m sorry, but I`m not going to be able to make it to the party.  I`m so sad",negative,yes
81ef3d303f,   Bummer.  I hope it doesn`t continue too long.,negative,<sentiment: negative>   Bummer.  I,"was going to go to the beach today, but I have to work","<sentiment: negative>   Bummer.  I was going to go to the beach today, but I have to work",negative,yes
1738ee7f17,Just read a book called 'Gamer Girl' and it wasn`t too bad.,negative,<sentiment: negative>Just read a book called 'Gamer,Girl' and I am so sad that it is over!,<sentiment: negative>Just read a book called 'Gamer Girl' and I am so sad that it is over!,negative,yes
fc0d5427f8,It`s raining  I can`t go out to jogging... I have to do it in my house gym...,neutral,<sentiment: neutral>It`s raining  I can`t go out to,get my hair cut  I`m going to have to wait till tomorrow now.  I`m so sad,<sentiment: neutral>It`s raining  I can`t go out to get my hair cut  I`m going to have to wait till tomorrow now.  I`m so sad,negative,no
f8393c572a,"says alright, alright... I`m going already. Sheesh, well better be off early than late.  http://plurk.com/p/rpbd5",neutral,"<sentiment: neutral>says alright, alright... I`m going already. Sheesh, well better",than the alternative.  I`m going to be late for work,"<sentiment: neutral>says alright, alright... I`m going already. Sheesh, well better than the alternative.  I`m going to be late for work",neutral,yes
ecc56a776a," most definitely will!  also, i wanted to say 'perfect time' was my favorite track! it seriously made me tear up!",neutral,"<sentiment: neutral> most definitely will!  also, i wanted to say 'perfect","' but i don`t know how to spell it in english  i`m a bit tired, so i`ll go to bed now.","<sentiment: neutral> most definitely will!  also, i wanted to say 'perfect ' but i don`t know how to spell it in english  i`m a bit tired, so i`ll go to bed now.",positive,no
f3e83b7d22, I am thinking about reading that too! She is talking about it on the View too! Not that you miss it often,neutral,<sentiment: neutral> I am thinking about reading that too! She is talking,about it on her blog!,<sentiment: neutral> I am thinking about reading that too! She is talking about it on her blog!,positive,no
60b050c72a,i need a good idea... FAST!,positive,<sentiment: positive>i need a good idea,for a new blog post,<sentiment: positive>i need a good idea for a new blog post,neutral,no
934ac753a2," Nope, I`m on my way home now.",neutral,"<sentiment: neutral> Nope, I`m on",my way to work now.  I`ll be back home at 10:30ish.  I`ll be sure to call you when I get home.,"<sentiment: neutral> Nope, I`m on my way to work now.  I`ll be back home at 10:30ish.  I`ll be sure to call you when I get home.",neutral,yes
1c66900f85,Yesterday and today was my weekend....back to work 2moro!,neutral,<sentiment: neutral>Yesterday and today was my weekend....,I am sooo tired,<sentiment: neutral>Yesterday and today was my weekend.... I am sooo tired,negative,no
3266de0475,Currently brushing up on the art and science of selecting good domain names (after having 550 domains the year before with poor results),neutral,<sentiment: neutral>Currently brushing up on the art and science of selecting good domain,"names.  I have a few ideas, but I`m not sure how to go about it.  Any suggestions?","<sentiment: neutral>Currently brushing up on the art and science of selecting good domain names.  I have a few ideas, but I`m not sure how to go about it.  Any suggestions?",neutral,yes
1f163ffa8a,_graham yerrrr sameee haha its the way he plays edward i thinkk mmmm,positive,<sentiment: positive>_graham yerrrr sameee haha its,a good thing i love you  i`m going to see you in a few weeks though so that should make up for it,<sentiment: positive>_graham yerrrr sameee haha its a good thing i love you  i`m going to see you in a few weeks though so that should make up for it,positive,yes
7037789f98,you`ve got to read it downwards for it to make sense.,neutral,<sentiment: neutral>you`ve got to read,this!  http://bit.ly/2VwZi,<sentiment: neutral>you`ve got to read this!  http://bit.ly/2VwZi,positive,no
e19f77eaf8, until I break up with you via a 27 second phone call,neutral,<sentiment: neutral> until I break up with you,.  I`m going to miss you.,<sentiment: neutral> until I break up with you .  I`m going to miss you.,negative,no
d2be8d7fd4, also happy mother`s day,positive,<sentiment: positive> also happy,mother`s day to all the mothers out there,<sentiment: positive> also happy mother`s day to all the mothers out there,positive,yes
18219a326d, Really? Awesome..Im mad cuz my followers r goin down  *Take A Breath*,neutral,<sentiment: neutral> Really? Awesome..Im mad cuz my followers,arent following me back,<sentiment: neutral> Really? Awesome..Im mad cuz my followers arent following me back,negative,no
a42e148220,It`s such a romantic novel!! I cried in the end  Now I`m going to bed. I`m so tired.,neutral,<sentiment: neutral>It`s such a romantic novel!! I cried in the end,I`m going to miss it so much,<sentiment: neutral>It`s such a romantic novel!! I cried in the end I`m going to miss it so much,positive,no
b9cb67bd1c,"****, I Burned My legs  !x",negative,"<sentiment: negative>****, I Burned My",Finger On The Oven.  ****,"<sentiment: negative>****, I Burned My Finger On The Oven.  ****",negative,yes
fe9b205b30,soo **** stressed out...I think I could possibly lose it,positive,<sentiment: positive>soo **** stressed out...,i need to get some sleep.  i have to go to work in 4 hours.  i need to get up at 6:30.  i hate waking up early,<sentiment: positive>soo **** stressed out... i need to get some sleep.  i have to go to work in 4 hours.  i need to get up at 6:30.  i hate waking up early,negative,no
f5e5205d2e," You know I am so ashamed. I did not watch a single episode of the new GH season.  I kept falling asleep, so I gave up.",negative,<sentiment: negative> You know I am so ashamed. I did not watch a single episode of,the new season of Project Runway. I am so ashamed.,<sentiment: negative> You know I am so ashamed. I did not watch a single episode of the new season of Project Runway. I am so ashamed.,negative,yes
306795507a,and to james`s we go!,neutral,<sentiment: neutral>and to james`s,mom...i`m sorry about your son,<sentiment: neutral>and to james`s mom...i`m sorry about your son,negative,no
4e05652b8c,Time to play the drums,neutral,<sentiment: neutral>Time to,go to bed.  Goodnight twitterverse,<sentiment: neutral>Time to go to bed.  Goodnight twitterverse,positive,no
69728f3226,starting twitter,neutral,<sentiment: neutral>,I think I`m going to go to bed. I`m tired.  Goodnight everyone!,<sentiment: neutral> I think I`m going to go to bed. I`m tired.  Goodnight everyone!,neutral,yes
ac75f9e59f,eating lunch. then school,neutral,<sentiment: neutral>eating lunch,with my mom and dad,<sentiment: neutral>eating lunch with my mom and dad,positive,no
f245456ba5,"thanks iPhone, you kept me up till 1 am. ****.",neutral,"<sentiment: neutral>thanks iPhone, you kept me",awake all night,"<sentiment: neutral>thanks iPhone, you kept me awake all night",negative,no
e57eafee65, Thank you.  I love my tattoos they are all very special to me **** My feet ones are beautiful  ****,positive,<sentiment: positive> Thank you.  I love my tattoos they are all,special to me.  I have a few more planned for the future.  I`m a tattoo addict.,<sentiment: positive> Thank you.  I love my tattoos they are all special to me.  I have a few more planned for the future.  I`m a tattoo addict.,positive,yes
70d2e5add2," If u don`t win u can always roll on my pass lol, I don`t have anyone to take",neutral,<sentiment: neutral> If u don`t win u can always roll on,the floor and cry  lol,<sentiment: neutral> If u don`t win u can always roll on the floor and cry  lol,negative,no
1b4612b286,I have a job at camp!!  Only downfall? No midnight showing of Harry Potter for me,neutral,<sentiment: neutral>I have a job at camp!!  Only,2 weeks left of school and I`m so excited!,<sentiment: neutral>I have a job at camp!!  Only 2 weeks left of school and I`m so excited!,positive,no
7a5e6a6349,There is ALWAYS one JOYKILL in the crowd!    haters!,negative,<sentiment: negative>There is ALWAYS one JOYKILL,ER at every party  I hate it when people are like that,<sentiment: negative>There is ALWAYS one JOYKILL ER at every party  I hate it when people are like that,negative,yes
252a0078c7,"Finally, a beautiful, sunny day in Atlanta. Too bad I`m stuck inside working...",neutral,"<sentiment: neutral>Finally, a beautiful, sunny day in Atlanta",!  I think I will go outside and enjoy it.,"<sentiment: neutral>Finally, a beautiful, sunny day in Atlanta !  I think I will go outside and enjoy it.",positive,no
c9c0e975c0,A short 5.25 hours left to go at work,neutral,<sentiment: neutral>A short 5.25,mile run.  3.5 miles on the treadmill and 1.75 miles outside.  30 minutes total.  I`m going to try to get in a 6 mile run tomorrow.,<sentiment: neutral>A short 5.25 mile run.  3.5 miles on the treadmill and 1.75 miles outside.  30 minutes total.  I`m going to try to get in a 6 mile run tomorrow.,positive,no
c3e4e319b8,I don`t wanna work tonight,negative,<sentiment: negative>I don`t,know what to do with my life. I`m so bored. I`m going to go to the movies.  I`m going to see `The Proposal`,<sentiment: negative>I don`t know what to do with my life. I`m so bored. I`m going to go to the movies.  I`m going to see `The Proposal`,neutral,no
3d054d1072, :o And I missed it? And I`ll miss the rpt 2mrw  Oh well there`s youtube sunday I guess. Thanks Andrew,neutral,<sentiment: neutral> :o And I missed it? And I`ll miss the rpt,.  I`m so sad,<sentiment: neutral> :o And I missed it? And I`ll miss the rpt .  I`m so sad,negative,no
be78fe3df4,fully inspired to write a song.,positive,<sentiment: positive>fully inspired to write,a new song,<sentiment: positive>fully inspired to write a new song,positive,yes
bd115d950b,My brother is making banana shake. Yesterday he made mango shake. He`s our shake guy.,neutral,<sentiment: neutral>My brother is making banana shake. Yesterday he,made a mango shake. I want to have some.  http://plurk.com/p/x5vq8,<sentiment: neutral>My brother is making banana shake. Yesterday he made a mango shake. I want to have some.  http://plurk.com/p/x5vq8,positive,no
d31c27398f,"Up early this morning, first to portmeirion then home",neutral,"<sentiment: neutral>Up early this morning, first",day of work in 2 weeks.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my,"<sentiment: neutral>Up early this morning, first day of work in 2 weeks.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my lazy days off.  I`m going to miss my",negative,no
ad0dd05c20," ali, just like you do!!!   have such a wonderful sunday!",positive,"<sentiment: positive> ali, just like you do",!,"<sentiment: positive> ali, just like you do !",positive,yes
acf7eddf2b, ****. You could have just called or told me in person. You didn`t have to humiliate me in front of the whole twitterverse.,negative,<sentiment: negative> ****. You could have just called or told me in person. You,are such a jerk.  I`m so mad at you,<sentiment: negative> ****. You could have just called or told me in person. You are such a jerk.  I`m so mad at you,negative,yes
da37487780, WILL DO!! (of will did?? lol ) great episode,positive,<sentiment: positive> WILL DO!! (of will,do anything for you)  <3,<sentiment: positive> WILL DO!! (of will do anything for you)  <3,positive,yes
e4891b511b,Jus Got Hom Fr. TDa Funeral... I`m So Sad! I Cried So Much Times! Much Love Grandpa!<3 I Never Got To Say My Last 'Goodbye' to Him.,negative,<sentiment: negative>Jus Got Hom Fr. TDa Funeral... I`m So Sad! I Cried So Much,! I`m Gonna Miss Him So Much!,<sentiment: negative>Jus Got Hom Fr. TDa Funeral... I`m So Sad! I Cried So Much ! I`m Gonna Miss Him So Much!,negative,yes
27e3a4acfe, Is it true that you love brazil more than australia  nitey,positive,<sentiment: positive> Is it true that you love,me?,<sentiment: positive> Is it true that you love me?,neutral,no
943b1558e1, Let me guess.... Antiques & Collectibles?  Anywhere else you`d like to be?,neutral,<sentiment: neutral> Let me guess.... Antiques & Collectibles?,I have a few of those.  I`m going to have to check it out.  Thanks for the tip.,<sentiment: neutral> Let me guess.... Antiques & Collectibles? I have a few of those.  I`m going to have to check it out.  Thanks for the tip.,positive,no
d24bdd2844," I agree, however I can`t sell  until I`m a full brick & motar store...  soon though hopefully",neutral,"<sentiment: neutral> I agree, however I can`t sell  until I`",ve got a new job.  I`m not sure what I`m going to do with it though.  I don`t want to give it away,"<sentiment: neutral> I agree, however I can`t sell  until I` ve got a new job.  I`m not sure what I`m going to do with it though.  I don`t want to give it away",neutral,yes
fd871c70ad, What`s the focus of your Sunday 4e game?,neutral,<sentiment: neutral> What`s the focus of your,research?,<sentiment: neutral> What`s the focus of your research?,neutral,yes
a875ccc879,The work got me back.100 percent monday feeling,neutral,<sentiment: neutral>The work got me back.,I`m going to bed.  Goodnight.  I`ll be back tomorrow.  I`m going to see the new Star Trek movie tomorrow.  I`m excited.,<sentiment: neutral>The work got me back. I`m going to bed.  Goodnight.  I`ll be back tomorrow.  I`m going to see the new Star Trek movie tomorrow.  I`m excited.,positive,no
ca8ae20678,valium makes you feel goood. i need more. i can`t fall back asleep. i want my mommy,neutral,<sentiment: neutral>valium makes you feel goood. i need more,.  i want to go to sleep,<sentiment: neutral>valium makes you feel goood. i need more .  i want to go to sleep,positive,no
a30a9b4003," Though it was a cold that would go away, turns out it`s a sinus infection that just keeps getting worse and worse by the day.",negative,"<sentiment: negative> Though it was a cold that would go away, turns out it",was a sinus infection.  I`m sick again.  I`m going to bed.  Goodnight.,"<sentiment: negative> Though it was a cold that would go away, turns out it was a sinus infection.  I`m sick again.  I`m going to bed.  Goodnight.",negative,yes
861f5b2008,Just used my last DVD-R for the Windows 7 ISO. Next batch will be Lightscribe dicsc - I want to see how that works,neutral,<sentiment: neutral>Just used my last DVD-R for the Windows 7 ISO. Next,time I will have to use a USB stick.  I am going to miss the DVD though,<sentiment: neutral>Just used my last DVD-R for the Windows 7 ISO. Next time I will have to use a USB stick.  I am going to miss the DVD though,negative,no
a16f652927,OMGosh! it`s 79 degrees and I`m sweating and miserable!  what am i gonna do when i visit the ATX? need..AC! need...AC!,negative,<sentiment: negative>OMGosh! it`s 79 degrees and I`m sweating and miserable!,"I want to be in the pool, but I`m not.  I`m at work.  I`m so jealous of everyone who is at the pool!","<sentiment: negative>OMGosh! it`s 79 degrees and I`m sweating and miserable! I want to be in the pool, but I`m not.  I`m at work.  I`m so jealous of everyone who is at the pool!",negative,yes
63d6ff064f,after 11 months....back to twitter again,neutral,<sentiment: neutral>after 11 months....back,to work!  i`m going to miss my babies!,<sentiment: neutral>after 11 months....back to work!  i`m going to miss my babies!,negative,no
cb349ee334, http://twitpic.com/4wlpv - whooooooooooooa!!!!!!!!!!!! ang ganda ko dito ha!!!  thank you!,positive,<sentiment: positive> http://twitpic.com/4wlpv - whooooooooo,ooooo!  I love my new phone!  I can tweet from it!,<sentiment: positive> http://twitpic.com/4wlpv - whooooooooo ooooo!  I love my new phone!  I can tweet from it!,positive,yes
96a8112f12," it`ll be close, but hopefully they can figure it out  they`ll be eating nothing but those cookies for the week tho.",neutral,"<sentiment: neutral> it`ll be close, but hopefully they can figure it out",.  I`m not sure what to do if they can`t.  I`m not sure I can be a good mom if I`m not a good wife.  I`ll have to pray about it.  I`m not sure what else to do.  I`m scared.,"<sentiment: neutral> it`ll be close, but hopefully they can figure it out .  I`m not sure what to do if they can`t.  I`m not sure I can be a good mom if I`m not a good wife.  I`ll have to pray about it.  I`m not sure what else to do.  I`m scared.",negative,no
e1b0bb3509, Didn`t even reply to me about how old you are tomorrow?,neutral,<sentiment: neutral> Didn`t even reply to me,I`m so hurt,<sentiment: neutral> Didn`t even reply to me I`m so hurt,negative,no
eff38f3689,_liden Thanks for the follow Tove!,positive,<sentiment: positive>_liden Thanks for the follow,!,<sentiment: positive>_liden Thanks for the follow !,positive,yes
8628c6df3d,Gettin ready to hit up the mall w/my mom & Jayden!  DO ALL THINGS W/FAITH!!!!,positive,<sentiment: positive>Gettin ready to hit up the mall w/my mom &,sis.  I have to get my hair done 2.  I miss my hair stylist.  He moved to the Bay Area.,<sentiment: positive>Gettin ready to hit up the mall w/my mom & sis.  I have to get my hair done 2.  I miss my hair stylist.  He moved to the Bay Area.,neutral,no
